neuronid,time,slope,genotype
2,55,184.314921,WTNE
2,56,180.1107025,WTNE
2,57,173.8152672,WTNE
2,58,167.5197683,WTNE
2,59,173.3193606,WTNE
2,60,173.6212361,WTNE
3,-20,101.9613035,WTNE
3,-19,103.6643391,WTNE
3,-18,101.9613035,WTNE
3,-17,102.3966638,WTNE
3,-16,94.34274076,WTNE
3,-15,98.37610319,WTNE
3,-14,93.67694695,WTNE
3,-13,96.69876831,WTNE
3,-12,100.3863835,WTNE
3,-11,92.33246048,WTNE
3,-10,97.12132674,WTNE
3,-9,99.73339152,WTNE
3,-8,102.4350693,WTNE
3,-7,105.4825914,WTNE
3,-6,102.2942489,WTNE
3,-5,101.4875376,WTNE
3,-4,99.73339152,WTNE
3,-3,99.84860828,WTNE
3,-2,101.9228979,WTNE
3,-1,104.1381049,WTNE
3,0,145.6855785,WTNE
3,1,218.8721753,WTNE
3,2,239.8289206,WTNE
3,3,225.6082824,WTNE
3,4,222.0682766,WTNE
3,5,219.8027349,WTNE
3,6,221.6637572,WTNE
3,7,212.257492,WTNE
3,8,198.401028,WTNE
3,9,208.6568713,WTNE
3,10,202.042091,WTNE
3,11,210.6189506,WTNE
3,12,200.970032,WTNE
3,13,198.9674134,WTNE
3,14,192.2313064,WTNE
3,15,190.8759577,WTNE
3,16,194.4766754,WTNE
3,17,193.4449617,WTNE
3,18,200.970032,WTNE
3,19,199.6955678,WTNE
3,20,186.7291242,WTNE
3,21,186.5066434,WTNE
3,22,199.4933566,WTNE
3,23,184.4837552,WTNE
3,24,197.5311803,WTNE
3,25,185.5760838,WTNE
3,26,188.9947629,WTNE
3,27,185.8998157,WTNE
3,28,193.323635,WTNE
3,29,186.0008729,WTNE
3,30,175.3000679,WTNE
3,31,179.1637087,WTNE
3,32,176.0484919,WTNE
3,33,183.7150616,WTNE
3,34,186.365047,WTNE
3,35,184.3219862,WTNE
3,36,180.3167491,WTNE
3,37,176.7969159,WTNE
3,38,179.9728445,WTNE
3,39,174.652701,WTNE
3,40,169.2112307,WTNE
3,41,187.6596838,WTNE
3,42,181.3888081,WTNE
3,43,175.6237028,WTNE
3,44,176.2103579,WTNE
3,45,178.2938609,WTNE
3,46,162.9000097,WTNE
3,47,172.1444089,WTNE
3,48,164.862186,WTNE
3,49,178.4758995,WTNE
3,50,172.4680438,WTNE
3,51,160.7355252,WTNE
3,52,165.61061,WTNE
3,53,173.1355834,WTNE
3,54,163.5675492,WTNE
3,55,151.6124527,WTNE
3,56,161.6660848,WTNE
3,57,164.2148191,WTNE
3,58,161.9492775,WTNE
3,59,165.6308796,WTNE
3,60,156.2650567,WTNE
4,-20,111.6827578,WTNE
4,-19,107.0747077,WTNE
4,-18,108.6613179,WTNE
4,-17,108.1232506,WTNE
4,-16,107.2816721,WTNE
4,-15,103.4876086,WTNE
4,-14,98.50709257,WTNE
4,-13,105.5846942,WTNE
4,-12,102.8115816,WTNE
4,-11,98.23117338,WTNE
4,-10,100.659362,WTNE
4,-9,100.6041782,WTNE
4,-8,88.69779115,WTNE
4,-7,102.4804786,WTNE
4,-6,94.29915029,WTNE
4,-5,97.03085006,WTNE
4,-4,92.53321758,WTNE
4,-3,86.95940046,WTNE
4,-2,92.38143707,WTNE
4,-1,92.90568354,WTNE
4,0,136.9899362,WTNE
4,1,179.2327151,WTNE
4,2,180.6263815,WTNE
4,3,164.2596335,WTNE
4,4,172.8438637,WTNE
4,5,174.5089087,WTNE
4,6,170.8704677,WTNE
4,7,162.3355836,WTNE
4,8,167.1827304,WTNE
4,9,163.5936354,WTNE
4,10,152.0863083,WTNE
4,11,151.8149795,WTNE
4,12,151.9259958,WTNE
4,13,163.5442893,WTNE
4,14,158.9438233,WTNE
4,15,152.2960169,WTNE
4,16,149.5825787,WTNE
4,17,140.7886898,WTNE
4,18,142.1207359,WTNE
4,19,142.0343677,WTNE
4,20,140.0610215,WTNE
4,21,133.622824,WTNE
4,22,131.0204519,WTNE
4,23,115.0853453,WTNE
4,24,118.8348027,WTNE
4,25,111.3482619,WTNE
4,26,120.1667989,WTNE
4,27,119.6241412,WTNE
4,28,115.7390194,WTNE
4,29,120.0558325,WTNE
4,30,123.6818996,WTNE
4,31,128.5167223,WTNE
4,32,122.8555391,WTNE
4,33,122.4978919,WTNE
4,34,124.9029293,WTNE
4,35,124.6316005,WTNE
4,36,127.0243138,WTNE
4,37,118.5387759,WTNE
4,38,125.6059495,WTNE
4,39,128.7140569,WTNE
4,40,129.3677309,WTNE
4,41,127.0490118,WTNE
4,42,128.085031,WTNE
4,43,121.6221853,WTNE
4,44,127.4806532,WTNE
4,45,128.6770348,WTNE
4,46,131.5631097,WTNE
4,47,132.340124,WTNE
4,48,130.8477655,WTNE
4,49,130.699777,WTNE
4,50,128.3317117,WTNE
4,51,130.6504308,WTNE
4,52,116.7997366,WTNE
4,53,125.3592687,WTNE
4,54,136.8295737,WTNE
4,55,128.2330195,WTNE
4,56,128.6276887,WTNE
4,57,128.4797002,WTNE
4,58,128.3193877,WTNE
4,59,126.0869869,WTNE
4,60,124.1752611,WTNE
5,-20,115.2815209,WTNE
5,-19,106.8783746,WTNE
5,-18,110.2215441,WTNE
5,-17,108.4789739,WTNE
5,-16,110.5313405,WTNE
5,-15,104.9422158,WTNE
5,-14,102.7091422,WTNE
5,-13,101.3537489,WTNE
5,-12,99.88223901,WTNE
5,-11,101.0181895,WTNE
5,-10,95.24826647,WTNE
5,-9,103.5739409,WTNE
5,-8,94.21564239,WTNE
5,-7,93.81549256,WTNE
5,-6,92.93772097,WTNE
5,-5,93.57019523,WTNE
5,-4,93.82837409,WTNE
5,-3,88.70389826,WTNE
5,-2,89.12990252,WTNE
5,-1,93.68640313,WTNE
5,0,139.0306873,WTNE
5,1,174.1730694,WTNE
5,2,179.2465672,WTNE
5,3,171.3319142,WTNE
5,4,171.467216,WTNE
5,5,175.8473036,WTNE
5,6,172.6848409,WTNE
5,7,165.2775012,WTNE
5,8,159.2907847,WTNE
5,9,162.030532,WTNE
5,10,166.4782247,WTNE
5,11,162.7069496,WTNE
5,12,156.9908368,WTNE
5,13,160.7452105,WTNE
5,14,154.3525886,WTNE
5,15,159.7135914,WTNE
5,16,158.5805644,WTNE
5,17,149.0423812,WTNE
5,18,160.4746069,WTNE
5,19,147.8247563,WTNE
5,20,152.4077508,WTNE
5,21,148.3320695,WTNE
5,22,151.0210216,WTNE
5,23,149.7018975,WTNE
5,24,155.0798016,WTNE
5,25,148.9070794,WTNE
5,26,152.8305576,WTNE
5,27,135.7498241,WTNE
5,28,139.0475886,WTNE
5,29,136.5446423,WTNE
5,30,138.9629907,WTNE
5,31,144.5945971,WTNE
5,32,135.6652262,WTNE
5,33,136.7983446,WTNE
5,34,101.8080743,WTNE
5,35,106.6448625,WTNE
5,36,115.5065367,WTNE
5,37,115.6587398,WTNE
5,38,122.7785746,WTNE
5,39,122.507971,WTNE
5,40,127.0233603,WTNE
5,41,118.449191,WTNE
5,42,134.9042107,WTNE
5,43,125.6535324,WTNE
5,44,124.6557158,WTNE
5,45,122.5586749,WTNE
5,46,127.0910569,WTNE
5,47,124.5374067,WTNE
5,48,124.0300021,WTNE
5,49,122.0851643,WTNE
5,50,125.3491262,WTNE
5,51,121.3241488,WTNE
5,52,121.865356,WTNE
5,53,126.9557551,WTNE
5,54,125.1123252,WTNE
5,55,121.5440485,WTNE
5,56,117.1807709,WTNE
5,57,119.1256087,WTNE
5,58,118.0940809,WTNE
5,59,112.9359852,WTNE
5,60,118.4829936,WTNE
7,-20,110.3637467,WTNE
7,-19,106.9123001,WTNE
7,-18,105.250571,WTNE
7,-17,107.775228,WTNE
7,-16,107.2159744,WTNE
7,-15,96.86189974,WTNE
7,-14,106.6406892,WTNE
7,-13,100.0255712,WTNE
7,-12,96.95769229,WTNE
7,-11,100.3770755,WTNE
7,-10,97.03758566,WTNE
7,-9,101.8950495,WTNE
7,-8,98.89116483,WTNE
7,-7,97.62877009,WTNE
7,-6,99.94567781,WTNE
7,-5,94.81660298,WTNE
7,-4,93.29862896,WTNE
7,-3,94.06563181,WTNE
7,-2,85.16553694,WTNE
7,-1,98.87513316,WTNE
7,0,100.1009598,WTNE
7,1,152.1050512,WTNE
7,2,143.3864719,WTNE
7,3,128.9700247,WTNE
7,4,126.672726,WTNE
7,5,132.804774,WTNE
7,6,122.7656355,WTNE
7,7,125.5331524,WTNE
7,8,112.1115963,WTNE
7,9,121.8432182,WTNE
7,10,112.292582,WTNE
7,11,119.1660616,WTNE
7,12,119.3470473,WTNE
7,13,106.3595387,WTNE
7,14,107.7161361,WTNE
7,15,108.8918803,WTNE
7,16,105.9796809,WTNE
7,17,106.305349,WTNE
7,18,107.6619464,WTNE
7,19,109.0003922,WTNE
7,20,108.7833684,WTNE
7,21,105.8893205,WTNE
7,22,101.005358,WTNE
7,23,104.2974153,WTNE
7,24,101.4033674,WTNE
7,25,107.9151408,WTNE
7,26,105.8530174,WTNE
7,27,103.9718797,WTNE
7,28,110.483653,WTNE
7,29,98.52733864,WTNE
7,30,103.5740027,WTNE
7,31,97.82181261,WTNE
7,32,104.9667707,WTNE
7,33,110.6103164,WTNE
7,34,113.142658,WTNE
7,35,113.2511699,WTNE
7,36,109.1813778,WTNE
7,37,104.5325907,WTNE
7,38,114.1557007,WTNE
7,39,105.9616618,WTNE
7,40,111.5508853,WTNE
7,41,113.848184,WTNE
7,42,107.698117,WTNE
7,43,107.8609511,WTNE
7,44,95.41613449,WTNE
7,45,110.0134348,WTNE
7,46,109.9410935,WTNE
7,47,105.7988277,WTNE
7,48,97.49627694,WTNE
7,49,110.1037951,WTNE
7,50,107.6799654,WTNE
7,51,101.2586849,WTNE
7,52,100.0467701,WTNE
7,53,101.6203912,WTNE
7,54,105.9796809,WTNE
7,55,106.1425149,WTNE
7,56,105.5636524,WTNE
7,57,108.1141455,WTNE
7,58,100.2818129,WTNE
7,59,111.460525,WTNE
7,60,NA,WTNE
8,-20,NA,WTNE
8,-19,NA,WTNE
8,-18,NA,WTNE
8,-17,NA,WTNE
8,-16,117.2072357,WTNE
8,-15,111.3930647,WTNE
8,-14,108.2170746,WTNE
8,-13,104.9403725,WTNE
8,-12,110.0656098,WTNE
8,-11,111.2922396,WTNE
8,-10,103.8481384,WTNE
8,-9,105.7132894,WTNE
8,-8,99.31100977,WTNE
8,-7,108.0826788,WTNE
8,-6,94.85797736,WTNE
8,-5,97.12654169,WTNE
8,-4,99.57991433,WTNE
8,-3,98.35328453,WTNE
8,-2,94.9083899,WTNE
8,-1,98.21877573,WTNE
8,0,155.716313,WTNE
8,1,199.9230248,WTNE
8,2,193.9654154,WTNE
8,3,167.9479101,WTNE
8,4,154.8960354,WTNE
8,5,154.0470476,WTNE
8,6,148.4780443,WTNE
8,7,145.398471,WTNE
8,8,147.2548054,WTNE
8,9,134.8504946,WTNE
8,10,143.6284935,WTNE
8,11,136.6204721,WTNE
8,12,133.4690101,WTNE
8,13,135.5987704,WTNE
8,14,132.7207343,WTNE
8,15,136.3470463,WTNE
8,16,127.8712966,WTNE
8,17,133.8576162,WTNE
8,18,135.3253446,WTNE
8,19,124.763013,WTNE
8,20,123.7988449,WTNE
8,21,136.5772937,WTNE
8,22,123.3383501,WTNE
8,23,117.6686348,WTNE
8,24,134.6777808,WTNE
8,25,133.9439731,WTNE
8,26,128.6339275,WTNE
8,27,126.9359518,WTNE
8,28,126.2739198,WTNE
8,29,116.4310408,WTNE
8,30,119.3235451,WTNE
8,31,120.0573527,WTNE
8,32,126.4898121,WTNE
8,33,132.3322413,WTNE
8,34,120.3452468,WTNE
8,35,116.4598641,WTNE
8,36,124.7773682,WTNE
8,37,126.6912362,WTNE
8,38,125.1803294,WTNE
8,39,117.9564158,WTNE
8,40,120.460314,WTNE
8,41,121.5827277,WTNE
8,42,120.8344519,WTNE
8,43,112.3730573,WTNE
8,44,114.4596392,WTNE
8,45,118.0284175,WTNE
8,46,118.647158,WTNE
8,47,122.9066786,WTNE
8,48,117.596633,WTNE
8,49,114.1286797,WTNE
8,50,121.6690846,WTNE
8,51,120.6185596,WTNE
8,52,110.8763926,WTNE
8,53,114.8481322,WTNE
8,54,122.2446466,WTNE
8,55,110.9772177,WTNE
8,56,114.5603512,WTNE
8,57,111.0635746,WTNE
8,58,117.3376753,WTNE
8,59,116.4885744,WTNE
8,60,104.4296912,WTNE
9,-20,NA,WTNE
9,-19,NA,WTNE
9,-18,NA,WTNE
9,-17,NA,WTNE
9,-16,NA,WTNE
9,-15,NA,WTNE
9,-14,NA,WTNE
9,-13,NA,WTNE
9,-12,NA,WTNE
9,-11,NA,WTNE
9,-10,110.5110038,WTNE
9,-9,109.8357976,WTNE
9,-8,101.4252917,WTNE
9,-7,103.1573226,WTNE
9,-6,103.127979,WTNE
9,-5,101.0730168,WTNE
9,-4,97.22741267,WTNE
9,-3,87.83344103,WTNE
9,-2,86.76194458,WTNE
9,-1,99.04747425,WTNE
9,0,198.4216048,WTNE
9,1,217.2090159,WTNE
9,2,200.9894713,WTNE
9,3,168.8258771,WTNE
9,4,167.6507659,WTNE
9,5,161.4850431,WTNE
9,6,164.1109126,WTNE
9,7,153.7234406,WTNE
9,8,162.8777225,WTNE
9,9,160.6145426,WTNE
9,10,151.5472272,WTNE
9,11,144.670645,WTNE
9,12,143.0167623,WTNE
9,13,152.7658976,WTNE
9,14,149.9514235,WTNE
9,15,145.1928998,WTNE
9,16,144.4530009,WTNE
9,17,139.8685621,WTNE
9,18,146.7307005,WTNE
9,19,152.4757307,WTNE
9,20,147.9638907,WTNE
9,21,142.7120757,WTNE
9,22,137.7649474,WTNE
9,23,145.2509027,WTNE
9,24,146.4550534,WTNE
9,25,148.2975408,WTNE
9,26,145.5990726,WTNE
9,27,150.2705538,WTNE
9,28,149.806302,WTNE
9,29,148.906838,WTNE
9,30,156.7990422,WTNE
9,31,145.8167167,WTNE
9,32,142.697556,WTNE
9,33,138.2582386,WTNE
9,34,135.0084762,WTNE
9,35,146.7161808,WTNE
9,36,136.8364438,WTNE
9,37,136.8074803,WTNE
9,38,140.0281273,WTNE
9,39,134.2685773,WTNE
9,40,132.5566916,WTNE
9,41,116.2935877,WTNE
9,42,139.4623893,WTNE
9,43,139.6654377,WTNE
9,44,138.8820556,WTNE
9,45,139.5058725,WTNE
9,46,137.1266107,WTNE
9,47,130.1483903,WTNE
9,48,131.860352,WTNE
9,49,127.9577331,WTNE
9,50,128.8572732,WTNE
9,51,132.8613782,WTNE
9,52,118.6148466,WTNE
9,53,128.9732791,WTNE
9,54,121.4293208,WTNE
9,55,123.3733703,WTNE
9,56,126.6520962,WTNE
9,57,132.6292143,WTNE
9,58,126.8552206,WTNE
9,59,122.6044319,WTNE
9,60,NA,WTNE
10,-20,NA,WTNE
10,-19,NA,WTNE
10,-18,NA,WTNE
10,-17,NA,WTNE
10,-16,NA,WTNE
10,-15,NA,WTNE
10,-14,NA,WTNE
10,-13,NA,WTNE
10,-12,NA,WTNE
10,-11,NA,WTNE
10,-10,113.1642816,WTNE
10,-9,99.08143856,WTNE
10,-8,95.23913096,WTNE
10,-7,104.5107828,WTNE
10,-6,100.6350875,WTNE
10,-5,109.0881,WTNE
10,-4,96.09107763,WTNE
10,-3,97.00987985,WTNE
10,-2,89.45897574,WTNE
10,-1,95.7235728,WTNE
10,0,129.3805629,WTNE
10,1,168.2614349,WTNE
10,2,173.0631556,WTNE
10,3,169.7064135,WTNE
10,4,158.4133647,WTNE
10,5,161.7701871,WTNE
10,6,161.3477853,WTNE
10,7,150.2104385,WTNE
10,8,145.7198809,WTNE
10,9,146.7646894,WTNE
10,10,155.968041,WTNE
10,11,148.8543865,WTNE
10,12,136.4498343,WTNE
10,13,144.0081222,WTNE
10,14,134.4935271,WTNE
10,15,136.4276026,WTNE
10,16,127.7799626,WTNE
10,17,137.7614228,WTNE
10,18,130.0919765,WTNE
10,19,140.1622832,WTNE
10,20,140.6291484,WTNE
10,21,134.7158439,WTNE
10,22,137.9837396,WTNE
10,23,136.3164442,WTNE
10,24,143.1633988,WTNE
10,25,144.8084625,WTNE
10,26,135.5161842,WTNE
10,27,131.4480284,WTNE
10,28,134.1379006,WTNE
10,29,130.6699198,WTNE
10,30,134.5157588,WTNE
10,31,142.4964486,WTNE
10,32,123.0449369,WTNE
10,33,129.1582462,WTNE
10,34,127.4910311,WTNE
10,35,133.7821938,WTNE
10,36,126.1572108,WTNE
10,37,111.618498,WTNE
10,38,126.2238256,WTNE
10,39,114.3528335,WTNE
10,40,115.6644221,WTNE
10,41,111.6407297,WTNE
10,42,122.0445918,WTNE
10,43,123.6006485,WTNE
10,44,119.5102611,WTNE
10,45,134.4935271,WTNE
10,46,126.268289,WTNE
10,47,110.7737746,WTNE
10,48,125.9571258,WTNE
10,49,129.1804779,WTNE
10,50,120.132748,WTNE
10,51,127.0463976,WTNE
10,52,115.0197838,WTNE
10,53,116.8648523,WTNE
10,54,117.0427057,WTNE
10,55,118.7989277,WTNE
10,56,113.6859635,WTNE
10,57,121.3109465,WTNE
10,58,116.6648475,WTNE
10,59,115.9312022,WTNE
10,60,121.5999583,WTNE
11,-20,NA,WTNE
11,-19,NA,WTNE
11,-18,NA,WTNE
11,-17,NA,WTNE
11,-16,NA,WTNE
11,-15,NA,WTNE
11,-14,NA,WTNE
11,-13,NA,WTNE
11,-12,NA,WTNE
11,-11,NA,WTNE
11,-10,102.0882933,WTNE
11,-9,101.3265126,WTNE
11,-8,103.6120307,WTNE
11,-7,105.0013207,WTNE
11,-6,81.4734627,WTNE
11,-5,108.7657604,WTNE
11,-4,94.91794041,WTNE
11,-3,98.45830105,WTNE
11,-2,101.0576178,WTNE
11,-1,103.2983201,WTNE
11,0,83.28062267,WTNE
11,1,151.5469818,WTNE
11,2,151.5109706,WTNE
11,3,153.5272417,WTNE
11,4,155.903624,WTNE
11,5,150.1067127,WTNE
11,6,162.8526273,WTNE
11,7,166.6332676,WTNE
11,8,169.8017187,WTNE
11,9,169.8377298,WTNE
11,10,152.3390505,WTNE
11,11,144.1658449,WTNE
11,12,154.0313094,WTNE
11,13,160.0442875,WTNE
11,14,152.1590829,WTNE
11,15,151.9790273,WTNE
11,16,162.9246496,WTNE
11,17,139.9891702,WTNE
11,18,165.0849651,WTNE
11,19,150.6828027,WTNE
11,20,152.3750616,WTNE
11,21,166.8132352,WTNE
11,22,165.8050997,WTNE
11,23,154.8594774,WTNE
11,24,164.3649186,WTNE
11,25,155.1474783,WTNE
11,26,151.1868705,WTNE
11,27,156.2276361,WTNE
11,28,158.6040185,WTNE
11,29,135.9926393,WTNE
11,30,150.2147461,WTNE
11,31,160.9443897,WTNE
11,32,149.0265549,WTNE
11,33,151.5109706,WTNE
11,34,145.894115,WTNE
11,35,159.5401317,WTNE
11,36,148.2704973,WTNE
11,37,137.3968092,WTNE
11,38,132.7520779,WTNE
11,39,143.8058217,WTNE
11,40,143.8058217,WTNE
11,41,149.9627562,WTNE
11,42,143.8418328,WTNE
11,43,154.1393428,WTNE
11,44,157.7039163,WTNE
11,45,148.198475,WTNE
11,46,143.5897549,WTNE
11,47,146.8662393,WTNE
11,48,146.9382616,WTNE
11,49,138.9810347,WTNE
11,50,127.9633902,WTNE
11,51,140.5292491,WTNE
11,52,145.2820138,WTNE
11,53,133.1842115,WTNE
11,54,145.2460027,WTNE
11,55,145.4260583,WTNE
11,56,126.8832324,WTNE
11,57,134.5163591,WTNE
11,58,127.8193456,WTNE
11,59,136.4246848,WTNE
11,60,146.1461048,WTNE
12,-20,NA,WTNE
12,-19,NA,WTNE
12,-18,NA,WTNE
12,-17,NA,WTNE
12,-16,NA,WTNE
12,-15,NA,WTNE
12,-14,NA,WTNE
12,-13,NA,WTNE
12,-12,NA,WTNE
12,-11,NA,WTNE
12,-10,107.5168041,WTNE
12,-9,95.35867574,WTNE
12,-8,106.9853401,WTNE
12,-7,78.04332825,WTNE
12,-6,112.7987683,WTNE
12,-5,93.95207406,WTNE
12,-4,102.4847144,WTNE
12,-3,109.9546189,WTNE
12,-2,99.45296688,WTNE
12,-1,93.45213268,WTNE
12,0,143.6519362,WTNE
12,1,214.3991189,WTNE
12,2,270.5453609,WTNE
12,3,224.1332716,WTNE
12,4,236.1753043,WTNE
12,5,201.7049135,WTNE
12,6,187.6056441,WTNE
12,7,170.2449348,WTNE
12,8,172.0009764,WTNE
12,9,180.1293966,WTNE
12,10,156.1958325,WTNE
12,11,205.3676904,WTNE
12,12,159.5074395,WTNE
12,13,164.3242526,WTNE
12,14,175.9147812,WTNE
12,15,166.3812971,WTNE
12,16,197.8412758,WTNE
12,17,166.6824921,WTNE
12,18,177.9718257,WTNE
12,19,152.2820277,WTNE
12,20,166.6824921,WTNE
12,21,155.3427991,WTNE
12,22,151.6800221,WTNE
12,23,168.2378652,WTNE
12,24,149.1712813,WTNE
12,25,160.4104478,WTNE
12,26,153.5867574,WTNE
12,27,156.5470024,WTNE
12,28,174.1083802,WTNE
12,29,181.5342684,WTNE
12,30,161.9158461,WTNE
12,31,160.8621442,WTNE
12,32,181.1329314,WTNE
12,33,166.8329934,WTNE
12,34,153.1852282,WTNE
12,35,179.0756947,WTNE
12,36,171.2484695,WTNE
12,37,157.7512056,WTNE
12,38,178.6241906,WTNE
12,39,181.5844355,WTNE
12,40,162.5178516,WTNE
12,41,134.9716777,WTNE
12,42,131.2587336,WTNE
12,43,143.7021034,WTNE
12,44,157.6508714,WTNE
12,45,149.4722841,WTNE
12,46,154.6906264,WTNE
12,47,140.6916913,WTNE
12,48,179.0255276,WTNE
12,49,163.6718878,WTNE
12,50,132.4629369,WTNE
12,51,172.553007,WTNE
12,52,165.2776203,WTNE
12,53,156.7476709,WTNE
12,54,148.0172452,WTNE
12,55,159.7582752,WTNE
12,56,154.1385958,WTNE
12,57,124.5853524,WTNE
12,58,163.370885,WTNE
12,59,147.8667438,WTNE
12,60,138.9354574,WTNE
13,-20,NA,TGNE
13,-19,NA,TGNE
13,-18,NA,TGNE
13,-17,100.9301052,TGNE
13,-16,104.6518814,TGNE
13,-15,98.99313141,TGNE
13,-14,105.1637998,TGNE
13,-13,109.3420903,TGNE
13,-12,104.9285765,TGNE
13,-11,108.9546955,TGNE
13,-10,99.58804747,TGNE
13,-9,101.7878924,TGNE
13,-8,101.5250213,TGNE
13,-7,100.4320108,TGNE
13,-6,99.80944688,TGNE
13,-5,98.02464451,TGNE
13,-4,94.56579368,TGNE
13,-3,90.66414403,TGNE
13,-2,89.37743613,TGNE
13,-1,91.25911429,TGNE
13,0,95.73610968,TGNE
13,1,123.0892916,TGNE
13,2,116.733925,TGNE
13,3,114.6353469,TGNE
13,4,119.9175987,TGNE
13,5,114.229954,TGNE
13,6,108.5661081,TGNE
13,7,115.7800209,TGNE
13,8,113.7887815,TGNE
13,9,105.1797922,TGNE
13,10,107.0756737,TGNE
13,11,100.1002369,TGNE
13,12,102.3419331,TGNE
13,13,104.0708435,TGNE
13,14,104.535869,TGNE
13,15,105.0008945,TGNE
13,16,100.624895,TGNE
13,17,97.50085383,TGNE
13,18,97.05968135,TGNE
