neuronid,time,slope,genotype
24,-10,113.9600342,TGNE
24,-9,113.2165203,TGNE
24,-8,99.04469081,TGNE
24,-7,101.1851002,TGNE
24,-6,92.64607263,TGNE
24,-5,100.6895268,TGNE
24,-4,89.40162053,TGNE
24,-3,96.79169307,TGNE
24,-2,98.25611084,TGNE
24,-1,94.80893816,TGNE
24,0,131.1429872,TGNE
24,1,144.3516633,TGNE
24,2,141.6117055,TGNE
24,3,138.947268,TGNE
24,4,130.7649241,TGNE
24,5,115.7988237,TGNE
24,6,107.9756243,TGNE
24,7,112.1329342,TGNE
24,8,116.3846831,TGNE
24,9,106.6717834,TGNE
24,10,107.1819686,TGNE
24,11,106.1614443,TGNE
24,12,113.4744584,TGNE
24,13,110.5454691,TGNE
24,14,100.9460806,TGNE
24,15,115.6097921,TGNE
24,16,112.4540879,TGNE
24,17,96.67541329,TGNE
24,18,97.12884292,TGNE
24,19,100.9837639,TGNE
24,20,101.3050714,TGNE
24,21,104.1773051,TGNE
24,22,104.6119701,TGNE
24,23,107.6732353,TGNE
24,24,103.4214865,TGNE
24,25,93.82194427,TGNE
24,26,106.8040593,TGNE
24,27,96.31642252,TGNE
24,28,110.5267044,TGNE
24,29,110.110958,TGNE
24,30,102.8734642,TGNE
24,31,101.1349584,TGNE
24,32,100.3980583,TGNE
24,33,93.91653695,TGNE
24,34,99.86895453,TGNE
24,35,98.28164317,TGNE
24,36,98.52727653,TGNE
24,37,92.63146076,TGNE
24,38,99.83111745,TGNE
24,39,103.3459662,TGNE
24,40,104.1396219,TGNE
24,41,89.28672503,TGNE
24,42,74.18834864,TGNE
24,43,85.26184485,TGNE
24,44,79.5927439,TGNE
24,45,85.90430604,TGNE
24,46,85.05389476,TGNE
24,47,82.78628514,TGNE
24,48,78.49685306,TGNE
24,49,81.72807757,TGNE
24,50,82.61632593,TGNE
24,51,79.85729579,TGNE
24,52,80.93442189,TGNE
24,53,83.59885935,TGNE
24,54,68.50048296,TGNE
24,55,78.26998443,TGNE
24,56,NA,TGNE
24,57,NA,TGNE
24,58,NA,TGNE
24,59,NA,TGNE
24,60,NA,TGNE
25,-20,NA,TGNE
25,-19,NA,TGNE
25,-18,NA,TGNE
25,-17,NA,TGNE
25,-16,NA,TGNE
25,-15,101.1179139,TGNE
25,-14,98.47296277,TGNE
25,-13,98.40681942,TGNE
25,-12,105.310254,TGNE
25,-11,100.2053444,TGNE
25,-10,96.93888068,TGNE
25,-9,98.63160243,TGNE
25,-8,97.75882335,TGNE
25,-7,101.3823568,TGNE
25,-6,103.4984221,TGNE
25,-5,101.9246801,TGNE
25,-4,105.79948,TGNE
25,-3,97.3356103,TGNE
25,-2,100.1392011,TGNE
25,-1,93.0771268,TGNE
25,0,117.4881966,TGNE
25,1,133.765983,TGNE
25,2,119.2601077,TGNE
25,3,122.5260497,TGNE
25,4,124.7150422,TGNE
25,5,118.5999789,TGNE
25,6,122.0743963,TGNE
25,7,117.7660769,TGNE
25,8,117.4708454,TGNE
25,9,131.6985794,TGNE
25,10,125.2535821,TGNE
25,11,112.6413374,TGNE
25,12,115.6119173,TGNE
25,13,127.0776773,TGNE
25,14,122.4044607,TGNE
25,15,120.6151984,TGNE
25,16,126.2264242,TGNE
25,17,111.4600198,TGNE
25,18,126.4522509,TGNE
25,19,121.2231431,TGNE
25,20,119.3816967,TGNE
25,21,126.6780776,TGNE
25,22,117.5402502,TGNE
25,23,122.8214117,TGNE
25,24,127.7029733,TGNE
25,25,126.6258935,TGNE
25,26,114.5348375,TGNE
25,27,123.394654,TGNE
25,28,122.1092291,TGNE
25,29,120.3720205,TGNE
25,30,133.05367,TGNE
25,31,120.5803655,TGNE
25,32,114.8823836,TGNE
25,33,123.3599516,TGNE
25,34,122.3177046,TGNE
25,35,129.3707772,TGNE
25,36,123.4468381,TGNE
25,37,117.6271368,TGNE
25,38,119.4685832,TGNE
25,39,133.4532698,TGNE
25,40,131.2817589,TGNE
25,41,114.118017,TGNE
25,42,119.746594,TGNE
25,43,113.4230552,TGNE
25,44,121.8659208,TGNE
25,45,123.9331939,TGNE
25,46,124.5412691,TGNE
25,47,134.3739278,TGNE
25,48,111.0952529,TGNE
25,49,125.8441757,TGNE
25,50,108.8195043,TGNE
25,51,125.792122,TGNE
25,52,105.9530317,TGNE
25,53,118.8953409,TGNE
25,54,119.3643455,TGNE
25,55,120.1982474,TGNE
25,56,123.0125359,TGNE
25,57,108.8020227,TGNE
25,58,116.2721766,TGNE
25,59,119.9897719,TGNE
25,60,116.0462195,TGNE
26,-20,NA,TGNE
26,-19,NA,TGNE
26,-18,NA,TGNE
26,-17,NA,TGNE
26,-16,NA,TGNE
26,-15,100.1956061,TGNE
26,-14,101.7180658,TGNE
26,-13,95.70516232,TGNE
26,-12,99.88721138,TGNE
26,-11,104.0500266,TGNE
26,-10,91.29184056,TGNE
26,-9,97.51678291,TGNE
26,-8,97.09279852,TGNE
26,-7,95.82084535,TGNE
26,-6,100.8893308,TGNE
26,-5,98.46110753,TGNE
26,-4,105.7074032,TGNE
26,-3,98.28762966,TGNE
26,-2,105.2062967,TGNE
26,-1,108.1741875,TGNE
26,0,132.6033818,TGNE
26,1,156.0006723,TGNE
26,2,155.9253242,TGNE
26,3,145.6772453,TGNE
26,4,150.2361278,TGNE
26,5,157.7903513,TGNE
26,6,147.9378729,TGNE
26,7,145.1120884,TGNE
26,8,143.6992428,TGNE
26,9,148.0132209,TGNE
26,10,135.6740708,TGNE
26,11,145.4134805,TGNE
26,12,144.4904438,TGNE
26,13,150.7070764,TGNE
26,14,142.8703211,TGNE
26,15,150.6883094,TGNE
26,16,144.0571226,TGNE
26,17,150.518753,TGNE
26,18,144.7353482,TGNE
26,19,145.6961056,TGNE
26,20,152.8170079,TGNE
26,21,154.4182703,TGNE
26,22,151.9315986,TGNE
26,23,148.5783778,TGNE
26,24,150.8766328,TGNE
26,25,149.6898313,TGNE
26,26,144.942532,TGNE
26,27,149.4072995,TGNE
26,28,141.2501984,TGNE
26,29,153.9661821,TGNE
26,30,146.4308189,TGNE
26,31,150.5563803,TGNE
26,32,152.7981476,TGNE
26,33,156.6035499,TGNE
26,34,154.8515915,TGNE
26,35,160.7102509,TGNE
26,36,145.4512012,TGNE
26,37,146.581515,TGNE
26,38,153.4951402,TGNE
26,39,154.9080791,TGNE
26,40,154.0980178,TGNE
26,41,151.8373902,TGNE
26,42,147.6552478,TGNE
26,43,150.669449,TGNE
26,44,150.2738485,TGNE
26,45,153.6459296,TGNE
26,46,148.239265,TGNE
26,47,144.999113,TGNE
26,48,150.3680569,TGNE
26,49,148.8609096,TGNE
26,50,139.422892,TGNE
26,51,140.6850415,TGNE
26,52,137.5202375,TGNE
26,53,137.9723257,TGNE
26,54,144.5093041,TGNE
26,55,144.942532,TGNE
26,56,151.9315986,TGNE
26,57,146.3930982,TGNE
26,58,149.2753704,TGNE
26,59,146.656863,TGNE
26,60,144.7542086,TGNE
27,-20,NA,TGNE
27,-19,NA,TGNE
27,-18,NA,TGNE
27,-17,NA,TGNE
27,-16,NA,TGNE
27,-15,NA,TGNE
27,-14,NA,TGNE
27,-13,NA,TGNE
27,-12,NA,TGNE
27,-11,NA,TGNE
27,-10,101.3580258,TGNE
27,-9,103.7018764,TGNE
27,-8,98.77148273,TGNE
27,-7,91.11977726,TGNE
27,-6,109.3599848,TGNE
27,-5,95.51145897,TGNE
27,-4,100.4150078,TGNE
27,-3,99.06786501,TGNE
27,-2,98.58284284,TGNE
27,-1,102.112404,TGNE
27,0,93.21531248,TGNE
27,1,181.8675349,TGNE
27,2,156.320978,TGNE
27,3,167.4755811,TGNE
27,4,164.9015536,TGNE
27,5,145.517354,TGNE
27,6,150.3536091,TGNE
27,7,152.3426716,TGNE
27,8,165.7205046,TGNE
27,9,154.7998875,TGNE
27,10,156.7109547,TGNE
27,11,141.8512103,TGNE
27,12,138.2628806,TGNE
27,13,124.3390802,TGNE
27,14,143.6452845,TGNE
27,15,153.5907784,TGNE
27,16,156.320978,TGNE
27,17,152.3816693,TGNE
27,18,148.0135676,TGNE
27,19,151.2117392,TGNE
27,20,146.3364864,TGNE
27,21,150.3926068,TGNE
27,22,145.75134,TGNE
27,23,143.7622775,TGNE
27,24,157.7640732,TGNE
27,25,164.5893908,TGNE
27,26,138.96502,TGNE
27,27,140.7980918,TGNE
27,28,151.1727415,TGNE
27,29,134.4797439,TGNE
27,30,134.0117719,TGNE
27,31,150.1586208,TGNE
27,32,155.1118689,TGNE
27,33,142.2801846,TGNE
27,34,143.060138,TGNE
27,35,144.3862402,TGNE
27,36,137.5219249,TGNE
27,37,132.9976511,TGNE
27,38,136.4688064,TGNE
27,39,135.3766903,TGNE
27,40,127.2252705,TGNE
27,41,142.5141707,TGNE
27,42,126.7183008,TGNE
27,43,131.1255816,TGNE
27,44,133.8947788,TGNE
27,45,128.980347,TGNE
27,46,130.1504584,TGNE
27,47,122.31102,TGNE
27,48,135.4938647,TGNE
27,49,133.6996091,TGNE
27,50,134.2847555,TGNE
27,51,138.5360456,TGNE
27,52,122.778992,TGNE
27,53,126.5233124,TGNE
27,54,138.96502,TGNE
27,55,144.1912518,TGNE
27,56,121.3748946,TGNE
27,57,137.3659342,TGNE
27,58,128.2003936,TGNE
27,59,120.9849179,TGNE
27,60,129.8774748,TGNE
28,-20,NA,TGNE
28,-19,NA,TGNE
28,-18,NA,TGNE
28,-17,NA,TGNE
28,-16,NA,TGNE
28,-15,NA,TGNE
28,-14,NA,TGNE
28,-13,NA,TGNE
28,-12,NA,TGNE
28,-11,NA,TGNE
28,-10,110.7739548,TGNE
28,-9,103.7535627,TGNE
28,-8,112.6790017,TGNE
28,-7,94.79285096,TGNE
28,-6,89.88914259,TGNE
28,-5,91.79418943,TGNE
28,-4,94.75757814,TGNE
28,-3,93.34635068,TGNE
28,-2,111.6912054,TGNE
28,-1,96.52153374,TGNE
28,0,86.67301787,TGNE
28,1,135.0287379,TGNE
28,2,146.3467444,TGNE
28,3,140.4089442,TGNE
28,4,138.5061019,TGNE
28,5,138.6374301,TGNE
28,6,135.8160775,TGNE
28,7,116.6903393,TGNE
28,8,131.1904574,TGNE
28,9,125.8102512,TGNE
28,10,133.1915597,TGNE
28,11,117.7729313,TGNE
28,12,124.3012361,TGNE
28,13,128.8941028,TGNE
28,14,121.643965,TGNE
28,15,129.6157783,TGNE
28,16,119.5444453,TGNE
28,17,108.7512794,TGNE
28,18,124.2028187,TGNE
28,19,123.9075663,TGNE
28,20,115.4436659,TGNE
28,21,109.9650421,TGNE
28,22,121.4143768,TGNE
28,23,126.3680025,TGNE
28,24,119.3146996,TGNE
28,25,119.6428628,TGNE
28,26,118.3961893,TGNE
28,27,119.8067869,TGNE
28,28,108.4887804,TGNE
28,29,119.0851114,TGNE
28,30,116.0014172,TGNE
28,31,123.0874734,TGNE
28,32,115.3124951,TGNE
28,33,109.9650421,TGNE
28,34,123.6779781,TGNE
28,35,113.4096528,TGNE
28,36,114.9515786,TGNE
28,37,123.5138965,TGNE
28,38,114.8859145,TGNE
28,39,116.4605937,TGNE
28,40,109.1121959,TGNE
28,41,118.4289426,TGNE
28,42,112.392725,TGNE
28,43,103.567908,TGNE
28,44,118.7898591,TGNE
28,45,118.1009369,TGNE
28,46,123.2843083,TGNE
28,47,120.3645382,TGNE
28,48,115.7389182,TGNE
28,49,116.4605937,TGNE
28,50,109.5058657,TGNE
28,51,111.8349736,TGNE
28,52,117.4120148,TGNE
28,53,114.3610739,TGNE
28,54,115.1484135,TGNE
28,55,104.3224943,TGNE
28,56,98.41744745,TGNE
28,57,110.5227935,TGNE
28,58,111.9663019,TGNE
28,59,111.047634,TGNE
28,60,112.2615542,TGNE
29,-20,NA,TGNE
29,-19,NA,TGNE
29,-18,NA,TGNE
29,-17,NA,TGNE
29,-16,NA,TGNE
29,-15,93.67166566,TGNE
29,-14,110.5706567,TGNE
29,-13,102.8257705,TGNE
29,-12,105.8696036,TGNE
29,-11,100.120086,TGNE
29,-10,106.5798092,TGNE
29,-9,107.2449688,TGNE
29,-8,92.33009869,TGNE
29,-7,96.1518443,TGNE
29,-6,95.75723659,TGNE
29,-5,94.4607708,TGNE
29,-4,93.29960854,TGNE
29,-3,101.7435077,TGNE
29,-2,97.86541324,TGNE
29,-1,101.5067541,TGNE
29,0,107.5311794,TGNE
29,1,150.4284612,TGNE
29,2,160.4262557,TGNE
29,3,155.1649115,TGNE
29,4,152.5406627,TGNE
29,5,153.8208083,TGNE
29,6,152.3486244,TGNE
29,7,149.5067541,TGNE
29,8,144.7190274,TGNE
29,9,147.3049016,TGNE
29,10,139.0736616,TGNE
29,11,152.7070629,TGNE
29,12,148.8154601,TGNE
29,13,153.5775487,TGNE
29,14,145.7047472,TGNE
29,15,148.3162044,TGNE
29,16,146.9336715,TGNE
29,17,154.1152341,TGNE
29,18,151.3629597,TGNE
29,19,153.8208083,TGNE
29,20,147.8937531,TGNE
29,21,155.4209627,TGNE
29,22,154.3328555,TGNE
29,23,153.2959144,TGNE
29,24,144.1045928,TGNE
29,25,140.9042289,TGNE
29,26,138.2799802,TGNE
29,27,142.9524728,TGNE
29,28,133.9531345,TGNE
29,29,133.8891217,TGNE
29,30,137.3454816,TGNE
29,31,134.2603518,TGNE
29,32,138.3055632,TGNE
29,33,138.1647461,TGNE
29,34,139.5985003,TGNE
29,35,138.3183547,TGNE
29,36,137.0638474,TGNE
29,37,134.7211777,TGNE
29,38,138.0495672,TGNE
29,39,130.7784088,TGNE
29,40,131.2520262,TGNE
29,41,134.9260076,TGNE
29,42,137.4607157,TGNE
29,43,134.3627943,TGNE
29,44,134.5035563,TGNE
29,45,139.1120362,TGNE
29,46,131.6744776,TGNE
29,47,135.2460716,TGNE
29,48,126.541159,TGNE
29,49,122.0222749,TGNE
29,50,116.9017478,TGNE
29,51,113.8806308,TGNE
29,52,122.969565,TGNE
29,53,123.3024205,TGNE
29,54,119.1163919,TGNE
29,55,123.0207862,TGNE
29,56,123.9937145,TGNE
29,57,129.3958758,TGNE
29,58,123.2000331,TGNE
29,59,123.660859,TGNE
29,60,116.2744666,TGNE
30,-20,NA,TGNE
30,-19,NA,TGNE
30,-18,NA,TGNE
30,-17,NA,TGNE
30,-16,NA,TGNE
30,-15,101.1529383,TGNE
30,-14,100.5494499,TGNE
30,-13,105.9969743,TGNE
30,-12,97.45242202,TGNE
30,-11,103.5511158,TGNE
30,-10,98.08769771,TGNE
30,-9,101.3911667,TGNE
30,-8,89.01906651,TGNE
30,-7,103.5987968,TGNE
30,-6,98.58004815,TGNE
30,-5,107.1404941,TGNE
30,-4,107.2834194,TGNE
30,-3,95.59421706,TGNE
30,-2,96.92834311,TGNE
30,-1,93.67249631,TGNE
30,0,123.619694,TGNE
30,1,139.0512659,TGNE
30,2,152.7914574,TGNE
30,3,156.7798256,TGNE
30,4,163.7752165,TGNE
30,5,166.7821803,TGNE
30,6,157.9700846,TGNE
30,7,155.7566268,TGNE
30,8,164.0258066,TGNE
30,9,145.6290065,TGNE
30,10,171.3970532,TGNE
30,11,165.2369628,TGNE
30,12,153.3552705,TGNE
30,13,169.308861,TGNE
30,14,157.0722102,TGNE
30,15,150.4735724,TGNE
30,16,161.0814756,TGNE
30,17,139.7195062,TGNE
30,18,163.1278734,TGNE
30,19,160.7056199,TGNE
30,20,153.8355535,TGNE
30,21,151.9144214,TGNE
30,22,164.4434568,TGNE
30,23,144.3761148,TGNE
30,24,136.7751753,TGNE
30,25,144.7728677,TGNE
30,26,138.0489643,TGNE
30,27,152.9376203,TGNE
30,28,167.2624633,TGNE
30,29,137.4434156,TGNE
30,30,137.9654342,TGNE
30,31,137.4434156,TGNE
30,32,133.8099471,TGNE
30,33,153.9190247,TGNE
30,34,144.9816634,TGNE
30,35,139.3853861,TGNE
30,36,135.6266519,TGNE
30,37,155.3390354,TGNE
30,38,135.9398749,TGNE
30,39,146.8610599,TGNE
30,40,135.1255305,TGNE
30,41,145.1069879,TGNE
30,42,145.5245793,TGNE
30,43,135.2298989,TGNE
30,44,128.401627,TGNE
30,45,131.5338565,TGNE
30,46,126.0419475,TGNE
30,47,142.3714526,TGNE
30,48,132.5361581,TGNE
30,49,139.2601204,TGNE
30,50,139.5733434,TGNE
30,51,135.8355064,TGNE
30,52,142.8517356,TGNE
30,53,121.8865192,TGNE
30,54,119.8610187,TGNE
30,55,135.5849163,TGNE
30,56,134.1649645,TGNE
30,57,145.6081093,TGNE
30,58,138.3203928,TGNE
30,59,129.8006817,TGNE
30,60,130.9909406,TGNE
31,-20,NA,TGNE
31,-19,NA,TGNE
31,-18,NA,TGNE
31,-17,NA,TGNE
31,-16,NA,TGNE
31,-15,NA,TGNE
31,-14,NA,TGNE
31,-13,NA,TGNE
31,-12,NA,TGNE
31,-11,NA,TGNE
31,-10,NA,TGNE
31,-9,NA,TGNE
31,-8,NA,TGNE
31,-7,NA,TGNE
31,-6,NA,TGNE
31,-5,98.03402722,TGNE
31,-4,107.2420966,TGNE
31,-3,93.4941806,TGNE
31,-2,112.6598549,TGNE
31,-1,88.56896743,TGNE
31,0,75.98247035,TGNE
31,1,125.4915924,TGNE
31,2,127.7593325,TGNE
31,3,123.9399641,TGNE
31,4,107.9461408,TGNE
31,5,110.1422696,TGNE
31,6,108.2086886,TGNE
31,7,102.2409057,TGNE
31,8,117.5662522,TGNE
31,9,98.82730752,TGNE
31,10,110.5004049,TGNE
31,11,103.4105813,TGNE
31,12,100.9757221,TGNE
31,13,117.3037044,TGNE
31,14,131.3639467,TGNE
31,15,107.4448626,TGNE
31,16,119.2133886,TGNE
31,17,109.0442052,TGNE
31,18,110.2616745,TGNE
31,19,123.7012337,TGNE
31,20,111.5506756,TGNE
31,21,102.2170088,TGNE
31,22,104.4132171,TGNE
31,23,109.8797218,TGNE
31,24,100.8086029,TGNE
31,25,100.7130948,TGNE
31,26,113.0545896,TGNE
31,27,103.6254148,TGNE
31,28,111.2642309,TGNE
31,29,112.7204306,TGNE
31,30,103.0286286,TGNE
31,31,122.8418203,TGNE
31,32,118.5449912,TGNE
31,33,119.3327935,TGNE
31,34,117.1604821,TGNE
31,35,114.5107893,TGNE
31,36,112.6249226,TGNE
31,37,112.1474619,TGNE
31,38,109.4500548,TGNE
31,39,110.0706585,TGNE
31,40,109.0681021,TGNE
31,41,114.9642738,TGNE
31,42,102.7898982,TGNE
31,43,103.0525254,TGNE
31,44,104.6757649,TGNE
31,45,108.4236015,TGNE
31,46,113.2694231,TGNE
31,47,108.2086886,TGNE
31,48,99.49570492,TGNE
31,49,105.296448,TGNE
31,50,110.9300719,TGNE
31,51,111.2404135,TGNE
31,52,112.1713587,TGNE
31,53,108.0177519,TGNE
31,54,104.8189873,TGNE
31,55,113.0784865,TGNE
31,56,111.0732943,TGNE
31,57,106.0364566,TGNE
31,58,92.59689738,TGNE
31,59,102.718287,TGNE
31,60,92.19104781,TGNE
32,-20,NA,WTEE
32,-19,NA,WTEE
32,-18,NA,WTEE
32,-17,NA,WTEE
32,-16,NA,WTEE
32,-15,NA,WTEE
32,-14,NA,WTEE
32,-13,NA,WTEE
32,-12,NA,WTEE
32,-11,NA,WTEE
32,-10,101.35225,WTEE
32,-9,97.44433939,WTEE
32,-8,102.2799873,WTEE
32,-7,92.29940537,WTEE
32,-6,94.07060622,WTEE
32,-5,108.9994027,WTEE
32,-4,98.42829956,WTEE
32,-3,95.84180706,WTEE
32,-2,102.2519364,WTEE
32,-1,107.0313615,WTEE
32,0,135.0857126,WTEE
32,1,188.596557,WTEE
32,2,196.9886321,WTEE
32,3,193.4693241,WTEE
32,4,185.0471425,WTEE
32,5,169.2856435,WTEE
32,6,165.5558323,WTEE
32,7,158.7278403,WTEE
32,8,179.3622274,WTEE
32,9,171.3912795,WTEE
32,10,154.6672212,WTEE
32,11,152.7722092,WTEE
32,12,164.4729683,WTEE
32,13,159.9611156,WTEE
32,14,155.6297805,WTEE
32,15,140.8308406,WTEE
32,16,139.1764382,WTEE
32,17,164.2323587,WTEE
32,18,146.0946285,WTEE
32,19,154.9680437,WTEE
32,20,145.4931045,WTEE
32,21,136.3790798,WTEE
32,22,140.3495005,WTEE
32,23,148.1099453,WTEE
32,24,141.5526693,WTEE
32,25,150.2154604,WTEE
32,26,160.7431571,WTEE
32,27,149.8846525,WTEE
32,28,127.8365935,WTEE
32,29,137.6724469,WTEE
32,30,131.325795,WTEE
32,31,132.8597718,WTEE
32,32,124.016463,WTEE
32,33,128.6487415,WTEE
32,34,126.5431054,WTEE
32,35,146.0044301,WTEE
32,36,155.87039,WTEE
32,37,136.9806037,WTEE
32,38,134.4238549,WTEE
32,39,123.7157615,WTEE
32,40,131.9574254,WTEE
32,41,130.2730375,WTEE
32,42,132.8597718,WTEE
32,43,132.5589493,WTEE
32,44,127.7763806,WTEE
32,45,131.055079,WTEE
32,46,132.2281414,WTEE
32,47,121.9711607,WTEE
32,48,113.1278519,WTEE
32,49,129.160067,WTEE
32,50,134.7848902,WTEE
32,51,122.7230959,WTEE
32,52,130.784363,WTEE
32,53,138.0935742,WTEE
32,54,135.717343,WTEE
32,55,150.7568924,WTEE
32,56,138.7854174,WTEE
32,57,133.5215086,WTEE
32,58,131.115171,WTEE
32,59,131.2655822,WTEE
32,60,127.5056646,WTEE
33,-20,NA,WTEE
33,-19,NA,WTEE
33,-18,NA,WTEE
33,-17,NA,WTEE
33,-16,NA,WTEE
33,-15,NA,WTEE
33,-14,NA,WTEE
33,-13,NA,WTEE
33,-12,NA,WTEE
33,-11,NA,WTEE
33,-10,108.6261909,WTEE
33,-9,107.7075774,WTEE
33,-8,95.60811898,WTEE
33,-7,104.1898003,WTEE
33,-6,101.9939045,WTEE
33,-5,106.9233863,WTEE
33,-4,97.22136818,WTEE
33,-3,100.1790215,WTEE
33,-2,98.16241532,WTEE
33,-1,79.38589278,WTEE
33,0,96.80621347,WTEE
33,1,164.1291136,WTEE
33,2,170.4987219,WTEE
33,3,161.3541462,WTEE
33,4,155.3629587,WTEE
33,5,158.4531577,WTEE
33,6,149.4032319,WTEE
33,7,171.5708847,WTEE
33,8,161.3541462,WTEE
33,9,160.2189729,WTEE
33,10,158.5792682,WTEE
33,11,162.0163381,WTEE
33,12,152.1781099,WTEE
33,13,149.7815634,WTEE
33,14,148.6463901,WTEE
33,15,151.799689,WTEE
33,16,145.6192017,WTEE
33,17,144.1056969,WTEE
33,18,155.9305007,WTEE
33,19,155.9305007,WTEE
33,20,148.8987005,WTEE
33,21,156.6242425,WTEE
33,22,144.7678887,WTEE
33,23,156.4034821,WTEE
33,24,144.7047888,WTEE
33,25,151.232147,WTEE
33,26,146.3129435,WTEE
33,27,152.7141912,WTEE
33,28,150.1599843,WTEE
33,29,149.9077633,WTEE
33,30,149.5608923,WTEE
33,31,150.2230842,WTEE
33,32,148.993261,WTEE
33,33,143.8218365,WTEE
33,34,123.7353199,WTEE
33,35,144.6101389,WTEE
33,36,144.8308993,WTEE
33,37,154.0700356,WTEE
33,38,135.7178735,WTEE
33,39,135.9701839,WTEE
33,40,137.4206782,WTEE
33,41,133.8889584,WTEE
33,42,132.5015641,WTEE
33,43,132.816885,WTEE
33,44,133.0375561,WTEE
33,45,140.4163166,WTEE
33,46,144.3579179,WTEE
33,47,140.2586561,WTEE
33,48,132.1231432,WTEE
33,49,142.7182132,WTEE
33,50,137.0107073,WTEE
33,51,134.5827002,WTEE
33,52,144.3263679,WTEE
33,53,140.7316376,WTEE
33,54,134.8034607,WTEE
33,55,132.3753642,WTEE
33,56,147.7949878,WTEE
33,57,147.2904564,WTEE
33,58,132.5645747,WTEE
33,59,147.7949878,WTEE
33,60,138.713512,WTEE
34,-20,105.6311479,WTEE
34,-19,106.0985794,WTEE
34,-18,111.8331424,WTEE
34,-17,104.7502986,WTEE
34,-16,118.5384966,WTEE
34,-15,98.72806677,WTEE
34,-14,112.5881213,WTEE
34,-13,105.0200033,WTEE
34,-12,106.8715225,WTEE
34,-11,97.0022965,WTEE
34,-10,100.1842537,WTEE
34,-9,95.29461173,WTEE
34,-8,106.9075721,WTEE
34,-7,88.82291252,WTEE
34,-6,94.28789218,WTEE
34,-5,85.37137197,WTEE
34,-4,85.31747958,WTEE
34,-3,89.9195741,WTEE
34,-2,93.44297117,WTEE
34,-1,93.38907878,WTEE
34,0,148.2402435,WTEE
34,1,187.6165241,WTEE
34,2,180.6934154,WTEE
34,3,185.0686521,WTEE
34,4,174.568254,WTEE
34,5,182.1604051,WTEE
34,6,177.8110222,WTEE
34,7,182.5207801,WTEE
34,8,178.7117777,WTEE
34,9,180.410359,WTEE
34,10,181.2596497,WTEE
34,11,168.9320082,WTEE
34,12,180.5132886,WTEE
34,13,184.0648457,WTEE
34,14,201.7456765,WTEE
34,15,232.371605,WTEE
34,16,228.6399212,WTEE
34,17,235.0224066,WTEE
34,18,221.0992348,WTEE
34,19,251.9568764,WTEE
34,20,227.6105037,WTEE
34,21,229.9009303,WTEE
34,22,221.2536292,WTEE
34,23,229.7722682,WTEE
34,24,228.820048,WTEE
34,25,221.6653477,WTEE
34,26,231.3679199,WTEE
34,27,230.7759533,WTEE
34,28,215.1542002,WTEE
34,29,211.0106765,WTEE
34,30,211.1908033,WTEE
34,31,215.205665,WTEE
34,32,208.5657342,WTEE
34,33,206.5325102,WTEE
34,34,192.6608032,WTEE
34,35,198.7087675,WTEE
34,36,204.6023373,WTEE
34,37,190.8592923,WTEE
34,38,186.509788,WTEE
34,39,191.1166163,WTEE
34,40,181.3368469,WTEE
34,41,NA,WTEE
34,42,NA,WTEE
34,43,NA,WTEE
34,44,NA,WTEE
34,45,NA,WTEE
34,46,NA,WTEE
34,47,NA,WTEE
34,48,NA,WTEE
34,49,NA,WTEE
34,50,NA,WTEE
34,51,NA,WTEE
34,52,NA,WTEE
34,53,NA,WTEE
34,54,NA,WTEE
34,55,NA,WTEE
34,56,NA,WTEE
34,57,NA,WTEE
34,58,NA,WTEE
34,59,NA,WTEE
34,60,NA,WTEE
35,-20,NA,WTEE
35,-19,NA,WTEE
35,-18,NA,WTEE
35,-17,NA,WTEE
35,-16,NA,WTEE
35,-15,NA,WTEE
35,-14,NA,WTEE
35,-13,NA,WTEE
35,-12,NA,WTEE
35,-11,NA,WTEE
35,-10,102.8345621,WTEE
35,-9,102.6732527,WTEE
35,-8,107.5822275,WTEE
35,-7,94.00766735,WTEE
35,-6,97.04983781,WTEE
35,-5,98.82443724,WTEE
35,-4,105.1161899,WTEE
35,-3,94.65300305,WTEE
35,-2,93.89246043,WTEE
35,-1,103.3646908,WTEE
35,0,95.34719355,WTEE
35,1,135.8858744,WTEE
35,2,158.1737934,WTEE
35,3,143.1469576,WTEE
35,4,148.6699105,WTEE
35,5,136.3905436,WTEE
35,6,127.8959009,WTEE
35,7,143.5394672,WTEE
35,8,128.1762509,WTEE
35,9,145.5019168,WTEE
35,10,133.3347095,WTEE
35,11,120.9432812,WTEE
35,12,123.2140961,WTEE
35,13,133.8393787,WTEE
35,14,133.4748845,WTEE
35,15,122.8496019,WTEE
35,16,131.0638946,WTEE
35,17,129.6341296,WTEE
35,18,127.5595203,WTEE
35,19,139.8108719,WTEE
35,20,135.2971591,WTEE
35,21,138.1567876,WTEE
35,22,130.8957043,WTEE
35,23,141.9415118,WTEE
35,24,141.4368426,WTEE
35,25,140.7639831,WTEE
35,26,130.1387005,WTEE
35,27,128.7650644,WTEE
35,28,134.9887939,WTEE
35,29,141.8853829,WTEE
35,30,143.8198172,WTEE
35,31,131.4844195,WTEE
35,32,143.6796422,WTEE
35,33,127.6996953,WTEE
35,34,139.6706969,WTEE
35,35,137.0073725,WTEE
35,36,124.279367,WTEE
35,37,137.0634031,WTEE
35,38,118.1116681,WTEE
35,39,124.5317016,WTEE
35,40,135.4093188,WTEE
35,41,135.0729382,WTEE
