neuronid,time,slope,genotype
12,29,152.958,WTNE
12,30,140.0045407,WTNE
12,31,159.644942,WTNE
12,32,151.1621298,WTNE
12,33,153.0344409,WTNE
12,34,142.4117745,WTNE
12,35,157.1612674,WTNE
12,36,150.7799255,WTNE
12,37,146.8824215,WTNE
12,38,141.800411,WTNE
12,39,144.3605265,WTNE
12,40,147.6848872,WTNE
12,41,138.3615522,WTNE
12,42,147.570226,WTNE
12,43,157.3139857,WTNE
12,44,138.4760502,WTNE
12,45,145.239433,WTNE
12,46,146.15656,WTNE
12,47,145.1247717,WTNE
12,48,136.9859434,WTNE
12,49,151.3914523,WTNE
12,50,138.2468909,WTNE
12,51,147.570226,WTNE
12,52,149.7865209,WTNE
12,53,142.067954,WTNE
12,54,154.0278454,WTNE
12,55,154.524711,WTNE
12,56,148.1815895,WTNE
12,57,138.6671523,WTNE
12,58,164.0773686,WTNE
12,59,146.7297032,WTNE
12,60,129.0762743,WTNE
13,-20,NA,WTNE
13,-19,NA,WTNE
13,-18,NA,WTNE
13,-17,NA,WTNE
13,-16,NA,WTNE
13,-15,118.5315786,WTNE
13,-14,88.65453929,WTNE
13,-13,78.25618235,WTNE
13,-12,95.87968808,WTNE
13,-11,94.17107895,WTNE
13,-10,132.5912985,WTNE
13,-9,102.6655379,WTNE
13,-8,97.73486478,WTNE
13,-7,112.7710289,WTNE
13,-6,114.333205,WTNE
13,-5,93.63406828,WTNE
13,-4,104.8135806,WTNE
13,-3,76.69400621,WTNE
13,-2,90.80258196,WTNE
13,-1,98.46716429,WTNE
13,0,160.3310624,WTNE
13,1,192.6001545,WTNE
13,2,217.7152955,WTNE
13,3,184.5328815,WTNE
13,4,223.9560593,WTNE
13,5,184.8880622,WTNE
13,6,171.5948275,WTNE
13,7,190.0632838,WTNE
13,8,185.6999039,WTNE
13,9,185.4462034,WTNE
13,10,167.4342734,WTNE
13,11,181.7930504,WTNE
13,12,175.0956256,WTNE
13,13,175.4000662,WTNE
13,14,181.7423102,WTNE
13,15,188.7947812,WTNE
13,16,177.5817562,WTNE
13,17,176.9222694,WTNE
13,18,181.7930504,WTNE
13,19,172.9139356,WTNE
13,20,170.9352061,WTNE
13,21,180.4738076,WTNE
13,22,175.298586,WTNE
13,23,164.542222,WTNE
13,24,169.0072167,WTNE
13,25,175.755247,WTNE
13,26,185.8013841,WTNE
13,27,179.5606203,WTNE
13,28,176.3641282,WTNE
13,29,171.6963077,WTNE
13,30,158.250718,WTNE
13,31,174.6390992,WTNE
13,32,181.0826889,WTNE
13,33,199.906326,WTNE
13,34,168.9057365,WTNE
13,35,184.4314013,WTNE
13,36,179.9665411,WTNE
13,37,154.2425189,WTNE
13,38,164.0348209,WTNE
13,39,145.1097036,WTNE
13,40,170.6307655,WTNE
13,41,144.7545229,WTNE
13,42,172.6602351,WTNE
13,43,169.4130029,WTNE
13,44,167.1298328,WTNE
13,45,162.7664528,WTNE
13,46,152.7203157,WTNE
13,47,168.0431547,WTNE
13,48,161.4979502,WTNE
13,49,143.8920757,WTNE
13,50,160.5340228,WTNE
13,51,162.7664528,WTNE
13,52,171.1889066,WTNE
13,53,166.5716916,WTNE
13,54,158.6566389,WTNE
13,55,146.9869529,WTNE
13,56,160.0773618,WTNE
13,57,163.0201534,WTNE
13,58,160.3818025,WTNE
13,59,158.8088592,WTNE
13,60,146.6826469,WTNE
14,-20,NA,WTNE
14,-19,NA,WTNE
14,-18,NA,WTNE
14,-17,NA,WTNE
14,-16,NA,WTNE
14,-15,99.04898809,WTNE
14,-14,116.4304834,WTNE
14,-13,105.7162685,WTNE
14,-12,112.6747299,WTNE
14,-11,103.9111161,WTNE
14,-10,112.0923678,WTNE
14,-9,103.5035194,WTNE
14,-8,99.71859111,WTNE
14,-7,93.42973275,WTNE
14,-6,88.94602671,WTNE
14,-5,85.80166834,WTNE
14,-4,95.81724709,WTNE
14,-3,99.89321475,WTNE
14,-2,89.96501862,WTNE
14,-1,93.05131074,WTNE
14,0,112.8594089,WTNE
14,1,159.9889532,WTNE
14,2,177.8233653,WTNE
14,3,168.3546007,WTNE
14,4,165.7192426,WTNE
14,5,170.3464148,WTNE
14,6,156.894022,WTNE
14,7,154.1973403,WTNE
14,8,156.9859366,WTNE
14,9,158.1809684,WTNE
14,10,156.7407838,WTNE
14,11,153.5232053,WTNE
14,12,156.5875455,WTNE
14,13,164.5853928,WTNE
14,14,169.5496325,WTNE
14,15,157.568157,WTNE
14,16,157.4762424,WTNE
14,17,160.7550029,WTNE
14,18,167.4659038,WTNE
14,19,162.4403405,WTNE
14,20,163.5435993,WTNE
14,21,153.2474614,WTNE
14,22,157.1084423,WTNE
14,23,148.1299834,WTNE
14,24,143.4108966,WTNE
14,25,147.3945248,WTNE
14,26,145.555949,WTNE
14,27,137.2822161,WTNE
14,28,155.0860372,WTNE
14,29,150.1831211,WTNE
14,30,165.5965953,WTNE
14,31,138.1095894,WTNE
14,32,143.380164,WTNE
14,33,149.3557479,WTNE
14,34,154.2586639,WTNE
14,35,136.4242519,WTNE
14,36,142.4608761,WTNE
14,37,144.6978431,WTNE
14,38,132.7469586,WTNE
14,39,144.5753374,WTNE
14,40,138.5079806,WTNE
14,41,145.58654,WTNE
14,42,140.3159654,WTNE
14,43,153.5232053,WTNE
14,44,128.8552451,WTNE
14,45,137.4660454,WTNE
14,46,148.6508802,WTNE
14,47,144.7591667,WTNE
14,48,146.6284751,WTNE
14,49,141.2352533,WTNE
14,50,145.2800634,WTNE
14,51,138.5079806,WTNE
14,52,134.2178759,WTNE
14,53,134.3097905,WTNE
14,54,127.0779929,WTNE
14,55,152.7877466,WTNE
14,56,144.1463553,WTNE
14,57,147.3332011,WTNE
14,58,140.6530329,WTNE
14,59,149.4782535,WTNE
14,60,136.5161665,WTNE
15,-20,NA,WTNE
15,-19,NA,WTNE
15,-18,NA,WTNE
15,-17,NA,WTNE
15,-16,NA,WTNE
15,-15,118.198449,WTNE
15,-14,104.9307526,WTNE
15,-13,106.9941812,WTNE
15,-12,106.2949704,WTNE
15,-11,100.3091826,WTNE
15,-10,105.681062,WTNE
15,-9,108.2732001,WTNE
15,-8,99.30306944,WTNE
15,-7,97.52944127,WTNE
15,-6,95.44891076,WTNE
15,-5,97.37593828,WTNE
15,-4,99.67817231,WTNE
15,-3,87.89420005,WTNE
15,-2,87.33139027,WTNE
15,-1,84.75635415,WTNE
15,0,167.7303737,WTNE
15,1,244.2771678,WTNE
15,2,244.0452031,WTNE
15,3,225.9291544,WTNE
15,4,229.7796854,WTNE
15,5,225.3260254,WTNE
15,6,222.4497876,WTNE
15,7,225.5116594,WTNE
15,8,212.4058615,WTNE
15,9,226.8801267,WTNE
15,10,218.3672919,WTNE
15,11,215.8621147,WTNE
15,12,206.0965877,WTNE
15,13,206.4213175,WTNE
15,14,205.4702416,WTNE
15,15,212.8930081,WTNE
15,16,201.0862332,WTNE
15,17,199.5784627,WTNE
15,18,205.3079285,WTNE
15,19,206.4445347,WTNE
15,20,195.7743661,WTNE
15,21,196.5630254,WTNE
15,22,196.1223132,WTNE
15,23,190.7175773,WTNE
15,24,196.7253385,WTNE
15,25,193.8026662,WTNE
15,26,188.398034,WTNE
15,27,185.5449097,WTNE
15,28,185.6841093,WTNE
15,29,177.2407188,WTNE
15,30,173.4597358,WTNE
15,31,183.0397325,WTNE
15,32,184.8257985,WTNE
15,33,191.5294537,WTNE
15,34,181.2536666,WTNE
15,35,180.5345553,WTNE
15,36,184.1066872,WTNE
15,37,171.8128694,WTNE
15,38,176.5912591,WTNE
15,39,174.0396475,WTNE
15,40,171.1401925,WTNE
15,41,166.1066208,WTNE
15,42,166.7560805,WTNE
15,43,170.7225939,WTNE
15,44,165.5034919,WTNE
15,45,161.9081428,WTNE
15,46,169.8876039,WTNE
15,47,169.3309093,WTNE
15,48,169.4004573,WTNE
15,49,173.5061702,WTNE
15,50,162.6040369,WTNE
15,51,175.0602714,WTNE
15,52,162.9983147,WTNE
15,53,159.4494,WTNE
15,54,156.7585888,WTNE
15,55,149.6142214,WTNE
15,56,150.7277141,WTNE
15,57,159.1014529,WTNE
15,58,161.6993953,WTNE
15,59,164.0885902,WTNE
15,60,156.1555635,WTNE
16,-20,NA,WTNE
16,-19,NA,WTNE
16,-18,NA,WTNE
16,-17,NA,WTNE
16,-16,NA,WTNE
16,-15,108.999023,WTNE
16,-14,98.96122928,WTNE
16,-13,104.1789075,WTNE
16,-12,94.24052586,WTNE
16,-11,111.6575253,WTNE
16,-10,96.55117152,WTNE
16,-9,97.42085597,WTNE
16,-8,99.73150164,WTNE
16,-7,106.9119689,WTNE
16,-6,101.4458461,WTNE
16,-5,106.6138183,WTNE
16,-4,99.70664861,WTNE
16,-3,92.42676928,WTNE
16,-2,88.50110553,WTNE
16,-1,92.6503608,WTNE
16,0,127.5840289,WTNE
16,1,167.1117358,WTNE
16,2,177.8449857,WTNE
16,3,167.5698027,WTNE
16,4,166.8728039,WTNE
16,5,167.4104863,WTNE
16,6,159.3654766,WTNE
16,7,162.4520508,WTNE
16,8,166.9723874,WTNE
16,9,160.2217918,WTNE
16,10,159.6243765,WTNE
16,11,159.4850282,WTNE
16,12,154.0486434,WTNE
16,13,156.7768198,WTNE
16,14,158.2304647,WTNE
16,15,156.2391375,WTNE
16,16,156.199287,WTNE
16,17,157.9516823,WTNE
16,18,143.8929263,WTNE
16,19,153.6902456,WTNE
16,20,152.9932468,WTNE
16,21,157.2348011,WTNE
16,22,155.7611881,WTNE
16,23,147.0591159,WTNE
16,24,150.6833725,WTNE
16,25,149.3491936,WTNE
16,26,149.110176,WTNE
16,27,149.7673243,WTNE
16,28,145.8046381,WTNE
16,29,140.0297379,WTNE
16,30,142.0210651,WTNE
16,31,137.2419142,WTNE
16,32,145.7449051,WTNE
16,33,141.0055191,WTNE
16,34,143.753578,WTNE
16,35,141.0055191,WTNE
16,36,142.5587474,WTNE
16,37,136.4254495,WTNE
16,38,141.3041839,WTNE
16,39,135.8281199,WTNE
16,40,132.3034469,WTNE
16,41,137.5008142,WTNE
16,42,148.9907101,WTNE
16,43,141.8020157,WTNE
16,44,132.5224963,WTNE
16,45,149.9266407,WTNE
16,46,137.3414977,WTNE
16,47,139.6912226,WTNE
16,48,137.3613801,WTNE
16,49,133.0999434,WTNE
16,50,138.7951425,WTNE
16,51,127.1658125,WTNE
16,52,141.6427849,WTNE
16,53,131.3675162,WTNE
16,54,134.2150729,WTNE
16,55,132.3432974,WTNE
16,56,123.4819087,WTNE
16,57,134.5735564,WTNE
16,58,123.9797405,WTNE
16,59,137.9587954,WTNE
16,60,129.953722,WTNE
17,-20,90.35137193,TGNE
17,-19,108.0955951,TGNE
17,-18,104.9286071,TGNE
17,-17,92.8196616,TGNE
17,-16,95.33459461,TGNE
17,-15,93.12236739,TGNE
17,-14,103.1355751,TGNE
17,-13,98.38509317,TGNE
17,-12,101.5754028,TGNE
17,-11,108.3051331,TGNE
17,-10,98.29204445,TGNE
17,-9,89.79248471,TGNE
17,-8,107.885938,TGNE
17,-7,101.7616192,TGNE
17,-6,96.59206111,TGNE
17,-5,114.499298,TGNE
17,-4,102.1109683,TGNE
17,-3,103.5314486,TGNE
17,-2,91.65536279,TGNE
17,-1,97.82620594,TGNE
17,0,115.1018538,TGNE
17,1,156.6552438,TGNE
17,2,141.994122,TGNE
17,3,152.7267319,TGNE
17,4,158.7612146,TGNE
17,5,164.7147855,TGNE
17,6,143.2901406,TGNE
17,7,136.6075296,TGNE
17,8,157.9917184,TGNE
17,9,138.5515576,TGNE
17,10,152.2002094,TGNE
17,11,144.869589,TGNE
17,12,156.9792485,TGNE
17,13,144.910164,TGNE
17,14,144.5051284,TGNE
17,15,142.7230432,TGNE
17,16,129.9654934,TGNE
17,17,121.4198853,TGNE
17,18,137.9035482,TGNE
17,19,141.8320602,TGNE
17,20,136.202494,TGNE
17,21,150.8636158,TGNE
17,22,167.9142572,TGNE
17,23,161.4747388,TGNE
17,24,132.6385617,TGNE
17,25,150.9852217,TGNE
17,26,111.9023821,TGNE
17,27,141.5080555,TGNE
17,28,133.4485138,TGNE
17,29,148.3931844,TGNE
17,30,143.1686538,TGNE
17,31,140.3740987,TGNE
17,32,127.8189477,TGNE
17,33,138.106066,TGNE
17,34,159.4496799,TGNE
17,35,126.7254468,TGNE
17,36,128.2644392,TGNE
17,37,140.9410771,TGNE
17,38,156.9386735,TGNE
17,39,136.3240999,TGNE
17,40,138.2275529,TGNE
17,41,139.4020847,TGNE
17,42,125.7129768,TGNE
17,43,133.0434783,TGNE
17,44,110.1608719,TGNE
17,45,122.1084696,TGNE
17,46,130.2490421,TGNE
17,47,147.7046001,TGNE
17,48,132.7194736,TGNE
17,49,140.2930678,TGNE
17,50,124.3765022,TGNE
17,51,136.1215821,TGNE
17,52,134.9065943,TGNE
17,53,139.4020847,TGNE
17,54,142.6421313,TGNE
17,55,132.3954689,TGNE
17,56,116.6003903,TGNE
17,57,162.3657219,TGNE
17,58,144.869589,TGNE
17,59,151.1471645,TGNE
17,60,107.6903215,TGNE
18,-20,NA,TGNE
18,-19,NA,TGNE
18,-18,NA,TGNE
18,-17,NA,TGNE
18,-16,NA,TGNE
18,-15,NA,TGNE
18,-14,NA,TGNE
18,-13,NA,TGNE
18,-12,NA,TGNE
18,-11,NA,TGNE
18,-10,110.4674389,TGNE
18,-9,112.4186685,TGNE
18,-8,91.93842805,TGNE
18,-7,98.06867242,TGNE
18,-6,107.2102413,TGNE
18,-5,84.99385835,TGNE
18,-4,97.89966053,TGNE
18,-3,95.3492446,TGNE
18,-2,103.323175,TGNE
18,-1,98.32983493,TGNE
18,0,108.0880044,TGNE
18,1,141.0577107,TGNE
18,2,150.2365441,TGNE
18,3,147.80808,TGNE
18,4,142.8893726,TGNE
18,5,148.7136231,TGNE
18,6,121.0947679,TGNE
18,7,122.5765374,TGNE
18,8,121.2182746,TGNE
18,9,127.7216305,TGNE
18,10,129.6150198,TGNE
18,11,132.8049962,TGNE
18,12,143.7949156,TGNE
18,13,140.8930524,TGNE
18,14,130.7881002,TGNE
18,15,131.4672575,TGNE
18,16,140.0698645,TGNE
18,17,148.5283889,TGNE
18,18,122.7206199,TGNE
18,19,129.4298375,TGNE
18,20,140.831325,TGNE
18,21,142.2925186,TGNE
18,22,123.9554277,TGNE
18,23,134.8218922,TGNE
18,24,129.3474824,TGNE
18,25,134.142735,TGNE
18,26,133.0931094,TGNE
18,27,130.397108,TGNE
18,28,129.4504133,TGNE
18,29,132.6609137,TGNE
18,30,133.545881,TGNE
18,31,140.625515,TGNE
18,32,153.1383555,TGNE
18,33,135.8303143,TGNE
18,34,124.5728576,TGNE
18,35,146.6349996,TGNE
18,36,128.9358626,TGNE
18,37,128.9358626,TGNE
18,38,126.7749359,TGNE
18,39,137.4150146,TGNE
18,40,126.4868227,TGNE
18,41,127.4129415,TGNE
18,42,126.651481,TGNE
18,43,118.5016455,TGNE
18,44,121.4446604,TGNE
18,45,130.6646454,TGNE
18,46,127.9891679,TGNE
18,47,113.8504755,TGNE
18,48,125.5812796,TGNE
18,49,121.0741921,TGNE
18,50,119.1808028,TGNE
18,51,123.3380497,TGNE
18,52,141.6957164,TGNE
18,53,131.6524916,TGNE
18,54,130.0677913,TGNE
18,55,124.8815466,TGNE
18,56,132.7844204,TGNE
18,57,108.232035,TGNE
18,58,111.072119,TGNE
18,59,126.1987095,TGNE
18,60,116.0937573,TGNE
19,-20,NA,TGNE
19,-19,NA,TGNE
19,-18,NA,TGNE
19,-17,NA,TGNE
19,-16,NA,TGNE
19,-15,NA,TGNE
19,-14,NA,TGNE
19,-13,NA,TGNE
19,-12,NA,TGNE
19,-11,NA,TGNE
19,-10,100.6038554,TGNE
19,-9,97.80515985,TGNE
19,-8,103.8812213,TGNE
19,-7,104.4703632,TGNE
19,-6,105.1700974,TGNE
19,-5,83.48062887,TGNE
19,-4,103.5130226,TGNE
19,-3,97.47374489,TGNE
19,-2,96.88460295,TGNE
19,-1,106.7167005,TGNE
19,0,121.9477985,TGNE
19,1,146.2198434,TGNE
19,2,118.979898,TGNE
19,3,137.5513163,TGNE
19,4,133.172852,TGNE
19,5,123.9166301,TGNE
19,6,102.6419127,TGNE
19,7,110.1056234,TGNE
19,8,111.8981345,TGNE
19,9,137.2574086,TGNE
19,10,124.3867376,TGNE
19,11,129.0884159,TGNE
19,12,120.9781565,TGNE
19,13,112.4858292,TGNE
19,14,142.4291944,TGNE
19,15,141.4594318,TGNE
19,16,136.1114461,TGNE
19,17,134.5834157,TGNE
19,18,133.995721,TGNE
19,19,135.8175385,TGNE
19,20,135.1122566,TGNE
19,21,114.1314468,TGNE
19,22,127.0608511,TGNE
19,23,122.770547,TGNE
19,24,121.6833178,TGNE
19,25,128.5594545,TGNE
19,26,129.7348439,TGNE
19,27,123.6815763,TGNE
19,28,111.5161872,TGNE
19,29,126.4143025,TGNE
19,30,128.2655468,TGNE
19,31,124.2104171,TGNE
19,32,114.0725929,TGNE
19,33,124.1516838,TGNE
19,34,92.76844852,TGNE
19,35,124.8275388,TGNE
19,36,142.3997675,TGNE
19,37,108.1074855,TGNE
19,38,126.2968359,TGNE
19,39,110.8696386,TGNE
19,40,112.0450281,TGNE
19,41,125.4152335,TGNE
19,42,128.6770417,TGNE
19,43,112.8384702,TGNE
19,44,107.7254176,TGNE
19,45,115.1305157,TGNE
19,46,126.8257973,TGNE
19,47,110.6640118,TGNE
19,48,107.2258832,TGNE
19,49,110.0174632,TGNE
19,50,123.5934161,TGNE
19,51,111.6336538,TGNE
19,52,120.0965542,TGNE
19,53,129.6172567,TGNE
19,54,117.687042,TGNE
19,55,119.009325,TGNE
19,56,100.4967606,TGNE
19,57,105.6098132,TGNE
19,58,111.5161872,TGNE
19,59,121.0074629,TGNE
19,60,114.4252338,TGNE
20,-20,NA,TGNE
20,-19,NA,TGNE
20,-18,NA,TGNE
20,-17,NA,TGNE
20,-16,NA,TGNE
20,-15,92.3873613,TGNE
20,-14,104.3253155,TGNE
20,-13,101.1082072,TGNE
20,-12,104.1795646,TGNE
20,-11,105.1884484,TGNE
20,-10,105.4238199,TGNE
20,-9,99.19143231,TGNE
20,-8,97.3194677,TGNE
20,-7,102.9129303,TGNE
20,-6,98.11535913,TGNE
20,-5,95.21213165,TGNE
20,-4,94.9094665,TGNE
20,-3,103.0250343,TGNE
20,-2,98.26105782,TGNE
20,-1,98.44040334,TGNE
20,0,92.0740022,TGNE
20,1,127.9333532,TGNE
20,2,131.7326301,TGNE
20,3,132.1710303,TGNE
20,4,123.9879602,TGNE
20,5,134.8889654,TGNE
20,6,140.850874,TGNE
20,7,137.8553133,TGNE
20,8,141.8299191,TGNE
20,9,137.1685003,TGNE
20,10,126.8227985,TGNE
20,11,135.7949264,TGNE
20,12,140.8655326,TGNE
20,13,145.7607057,TGNE
20,14,135.7365008,TGNE
20,15,130.8997011,TGNE
20,16,139.6818938,TGNE
20,17,128.6201662,TGNE
20,18,125.2154181,TGNE
20,19,125.1131212,TGNE
20,20,132.594772,TGNE
20,21,134.5528621,TGNE
20,22,130.2713657,TGNE
20,23,143.4957772,TGNE
20,24,132.6385911,TGNE
20,25,136.8470555,TGNE
20,26,128.5178693,TGNE
20,27,126.3990047,TGNE
20,28,125.0400371,TGNE
20,29,129.0146951,TGNE
20,30,135.8095328,TGNE
20,31,130.1106434,TGNE
20,32,128.7516758,TGNE
20,33,126.6035984,TGNE
20,34,133.7638043,TGNE
20,35,138.2644486,TGNE
20,36,134.2606301,TGNE
20,37,144.5479063,TGNE
20,38,124.4409146,TGNE
20,39,132.9162689,TGNE
20,40,149.0193378,TGNE
20,41,121.343057,TGNE
20,42,136.9639587,TGNE
20,43,125.0839085,TGNE
20,44,119.5749542,TGNE
20,45,123.0381279,TGNE
20,46,124.2801922,TGNE
20,47,120.9193154,TGNE
20,48,120.6562961,TGNE
20,49,111.6110842,TGNE
20,50,117.9529674,TGNE
20,51,116.5793414,TGNE
20,52,119.6625925,TGNE
20,53,117.8360642,TGNE
20,54,127.5680371,TGNE
20,55,121.6937667,TGNE
20,56,126.5597792,TGNE
20,57,115.2495866,TGNE
20,58,118.157509,TGNE
20,59,122.3513148,TGNE
20,60,113.2914965,TGNE
21,-20,NA,TGNE
21,-19,NA,TGNE
21,-18,NA,TGNE
21,-17,NA,TGNE
21,-16,NA,TGNE
21,-15,109.5763827,TGNE
21,-14,109.7468346,TGNE
21,-13,97.11130946,TGNE
21,-12,103.1989157,TGNE
21,-11,106.0807299,TGNE
21,-10,104.3924758,TGNE
21,-9,102.8919964,TGNE
21,-8,95.81539886,TGNE
21,-7,97.67397269,TGNE
21,-6,105.1086647,TGNE
21,-5,98.20265133,TGNE
21,-4,99.70326292,TGNE
21,-3,92.37092135,TGNE
21,-2,90.37574796,TGNE
21,-1,87.74980991,TGNE
21,0,116.9351714,TGNE
21,1,118.1725016,TGNE
21,2,122.3073821,TGNE
21,3,115.8932857,TGNE
21,4,113.8259116,TGNE
21,5,105.2791167,TGNE
21,6,104.3349532,TGNE
21,7,108.2094615,TGNE
21,8,110.0652584,TGNE
21,9,110.0327284,TGNE
21,10,106.1419551,TGNE
21,11,105.1325994,TGNE
21,12,102.2186519,TGNE
21,13,103.553572,TGNE
21,14,98.99527257,TGNE
21,15,92.15788952,TGNE
21,16,105.2628517,TGNE
21,17,102.3651691,TGNE
21,18,100.9977189,TGNE
21,19,98.08363913,TGNE
21,20,98.83249033,TGNE
21,21,96.60220173,TGNE
21,22,90.70911435,TGNE
21,23,96.39062448,TGNE
21,24,88.90198023,TGNE
21,25,94.45337036,TGNE
21,26,93.2323052,TGNE
21,27,92.20681675,TGNE
21,28,99.41855929,TGNE
21,29,91.63701279,TGNE
21,30,95.25101656,TGNE
21,31,102.4302291,TGNE
21,32,96.04866277,TGNE
21,33,89.04849747,TGNE
21,34,89.26020695,TGNE
21,35,91.37650831,TGNE
21,36,91.39277331,TGNE
21,37,85.09266422,TGNE
21,38,86.99738834,TGNE
21,39,79.67152633,TGNE
21,40,90.09038315,TGNE
21,41,85.4670237,TGNE
21,42,83.46470958,TGNE
21,43,84.42513802,TGNE
21,44,82.55307613,TGNE
21,45,93.9486264,TGNE
21,46,83.43217958,TGNE
21,47,74.6738074,TGNE
21,48,81.26695097,TGNE
21,49,80.24133029,TGNE
21,50,77.88078945,TGNE
21,51,83.52976958,TGNE
21,52,79.11811961,TGNE
21,53,86.46011438,TGNE
21,54,79.55767133,TGNE
21,55,80.71341201,TGNE
21,56,76.54586928,TGNE
21,57,87.82756455,TGNE
21,58,78.97160237,TGNE
21,59,81.05537373,TGNE
21,60,74.15279844,TGNE
22,-20,98.47950815,TGNE
22,-19,106.0961564,TGNE
22,-18,112.2200872,TGNE
22,-17,93.44647334,TGNE
22,-16,92.45142894,TGNE
22,-15,102.5940288,TGNE
22,-14,97.42710379,TGNE
22,-13,97.29306261,TGNE
22,-12,102.7662597,TGNE
22,-11,102.9193202,TGNE
22,-10,99.57040407,TGNE
22,-9,95.4750537,TGNE
22,-8,101.4267536,TGNE
22,-7,100.4698989,TGNE
22,-6,95.2262926,TGNE
22,-5,102.7470894,TGNE
22,-4,98.09685683,TGNE
22,-3,101.7328747,TGNE
22,-2,100.4698989,TGNE
22,-1,99.09190123,TGNE
22,0,94.36861021,TGNE
22,1,130.1076405,TGNE
22,2,117.9508002,TGNE
22,3,114.7288308,TGNE
22,4,120.3427107,TGNE
22,5,120.3624848,TGNE
22,6,114.9461948,TGNE
22,7,122.7740184,TGNE
22,8,129.9693728,TGNE
22,9,116.0730162,TGNE
22,10,116.8043557,TGNE
22,11,125.8972683,TGNE
22,12,120.8171379,TGNE
22,13,122.8728888,TGNE
22,14,119.5125007,TGNE
22,15,123.6437765,TGNE
22,16,123.6635506,TGNE
22,17,124.4937606,TGNE
22,18,132.8553336,TGNE
22,19,125.5019374,TGNE
22,20,121.3902847,TGNE
22,21,129.2972046,TGNE
22,22,117.0810421,TGNE
22,23,126.6483819,TGNE
22,24,127.7752033,TGNE
22,25,116.3892507,TGNE
22,26,125.3437447,TGNE
22,27,112.9695404,TGNE
22,28,121.4100588,TGNE
22,29,117.061268,TGNE
22,30,123.742647,TGNE
22,31,109.0358545,TGNE
22,32,116.9625485,TGNE
22,33,113.5428381,TGNE
22,34,112.7126281,TGNE
22,35,121.034502,TGNE
22,36,121.1926948,TGNE
22,37,123.0508556,TGNE
22,38,122.2008716,TGNE
22,39,127.2019056,TGNE
22,40,111.0916054,TGNE
22,41,115.2230321,TGNE
22,42,107.4940791,TGNE
22,43,114.7881531,TGNE
22,44,111.5660326,TGNE
22,45,119.5125007,TGNE
22,46,114.1159849,TGNE
22,47,115.4206221,TGNE
22,48,105.0626205,TGNE
22,49,117.3578794,TGNE
22,50,105.6952405,TGNE
22,51,117.6543398,TGNE
22,52,120.4415811,TGNE
22,53,123.8217434,TGNE
22,54,109.8858386,TGNE
22,55,112.0997822,TGNE
22,56,116.6659371,TGNE
22,57,109.0160804,TGNE
22,58,110.3800399,TGNE
22,59,105.8137341,TGNE
22,60,106.2881614,TGNE
23,-20,104.9112018,TGNE
23,-19,100.1648445,TGNE
23,-18,91.18192704,TGNE
23,-17,99.53724196,TGNE
23,-16,105.3034708,TGNE
23,-15,94.08474508,TGNE
23,-14,92.41756732,TGNE
23,-13,98.18393487,TGNE
23,-12,96.73252585,TGNE
23,-11,94.63381061,TGNE
23,-10,94.96724617,TGNE
23,-9,107.1078802,TGNE
23,-8,100.812012,TGNE
23,-7,99.96864068,TGNE
23,-6,105.4996746,TGNE
23,-5,103.4009594,TGNE
23,-4,109.4810588,TGNE
23,-3,97.65429546,TGNE
23,-2,102.8321902,TGNE
23,-1,101.1258827,TGNE
23,0,176.3868518,TGNE
23,1,225.5873974,TGNE
23,2,224.4216912,TGNE
23,3,220.2966924,TGNE
23,4,211.8674195,TGNE
23,5,210.283219,TGNE
23,6,197.8187237,TGNE
23,7,202.1528309,TGNE
23,8,198.3268556,TGNE
23,9,216.5901879,TGNE
23,10,183.9193316,TGNE
23,11,198.2370792,TGNE
23,12,191.1529266,TGNE
23,13,188.3730482,TGNE
23,14,188.0143587,TGNE
23,15,175.2509786,TGNE
23,16,168.884205,TGNE
23,17,166.253769,TGNE
23,18,198.0279708,TGNE
23,19,178.5688219,TGNE
23,20,170.109716,TGNE
23,21,178.9275114,TGNE
23,22,167.8977742,TGNE
23,23,166.6422915,TGNE
23,24,178.9275114,TGNE
23,25,189.1802037,TGNE
23,26,177.4629204,TGNE
23,27,175.9683576,TGNE
23,28,164.5499591,TGNE
23,29,172.4711002,TGNE
23,30,167.2401999,TGNE
23,31,172.2618531,TGNE
23,32,157.9441055,TGNE
23,33,160.0364379,TGNE
23,34,162.0391325,TGNE
23,35,172.5009331,TGNE
23,36,164.0716602,TGNE
23,37,171.2455892,TGNE
23,38,167.6586941,TGNE
23,39,157.0772841,TGNE
23,40,171.3950316,TGNE
23,41,171.9329965,TGNE
23,42,185.2046473,TGNE
23,43,167.000981,TGNE
23,44,180.1829941,TGNE
23,45,175.1015362,TGNE
23,46,178.9574832,TGNE
23,47,181.1992579,TGNE
23,48,176.7753743,TGNE
23,49,184.4574353,TGNE
23,50,190.0768581,TGNE
23,51,172.9792321,TGNE
23,52,181.438338,TGNE
23,53,167.2700328,TGNE
23,54,171.6042787,TGNE
23,55,165.5961947,TGNE
23,56,181.7970275,TGNE
23,57,176.2972142,TGNE
23,58,172.740152,TGNE
23,59,156.8380652,TGNE
23,60,175.5498634,TGNE
24,-20,NA,TGNE
24,-19,NA,TGNE
24,-18,NA,TGNE
24,-17,NA,TGNE
24,-16,NA,TGNE
24,-15,NA,TGNE
24,-14,NA,TGNE
24,-13,NA,TGNE
24,-12,NA,TGNE
24,-11,NA,TGNE
