name,genotype,animal,slice,neuron_number,Bregma,str_rad,str_lac,ml_pos,position,tot_len,max_plen,bpoints,mpeucl,maxbo,mangleB,mblen,mplen,mbo,wh,wz,chullx,chully,chullz,hull,masym,mparea,dend_vol,span_vol,DV_span,str_lac_overlap,overall_x_span,lin_d,lin_s,nonlin_m,nonlin_meand,nonlin_meank,nl_stc,mature_lin_d,mature_lin_s,mature_nonlin_meand,mature_nonlin_meank,mature_nl_stc,AUC,con_rep,con_rep_onlymorph,Succ_spikes_rad_40Hz,Succ_spikes_both_40Hz,Succ_spikes_rad_100Hz,Succ_spikes_both_100Hz
5_low_10,Wild-Type,5,5,10,360,153.2099237,124.1712496,2,mid_cent,2229.75077,318.4120765,30,0.900317872,11,1.305292204,37.78993423,152.0865844,6.885245902,0.654505014,5.808545082,-2.64E-14,130.3304559,6.85E-14,443040.6392,0.317071922,0.382001608,23563.11712,168814.3285,278.820705,137.9860405,276.9000015,2364,5575,78,35.56962025,46.86075949,356,1960,2785,28.3164557,46.73417722,345,1910,11219.2568238471,11219.25682,100,100,46.667,56.667
5_low_12,Wild-Type,5,5,12,360,155.4014856,104.6676911,3,mid_lat,1920.717028,239.4187915,21,0.912938481,12,1.40518524,45.73135543,115.1247025,6.186046512,0.906463812,8.388997306,-4.71E-14,97.97681373,7.59E-14,341637.8865,0.283302563,0.382740524,21555.35236,219368.281,217.7890764,188.8614782,318.4799957,2366,5104,66,41.50746269,50.67164179,298,1936,2548,32.50746269,50.47761194,287,1590,9583.89100307914,9583.891003,91.6675,100,40,50
5_low_13_2,Wild-Type,5,5,13,360,138.913961,114.611208,3,mid_lat,1518.773308,261.8760105,21,0.852772775,10,1.344587515,35.32030949,112.1245936,6.279069767,1.061634853,4.486428438,2.46E-14,87.19373489,-1.33E-14,466945.2717,0.328316434,0.411980465,18172.43434,99577.22414,191.9179629,252.7825984,405.0299988,1921,4333,66,35.12121212,43.68181818,279,1570,2168,28.04615385,44.27692308,268,1150,7970.10931150216,7970.109312,100,100,43.333,50
5_low_2,Wild-Type,5,5,2,360,129.6185175,76.04508777,1,mid_med,1971.847534,421.079167,23,0.890403753,16,1.322733302,41.9541986,180.8767577,7.914893617,0.997502813,8.491086709,-1.86E-14,147.3645011,1.71E-12,828960.7907,0.254745067,0.387527015,21509.4448,211950.4322,293.7117311,60.4742317,223.6200028,1142,2212,40,33.75,36.725,173,923,1106,25.90243902,35.7804878,166,1410,10962.5092630196,10962.50926,66.6675,100,36.667,53.333
5_low_3,Wild-Type,5,5,3,360,152.2474004,74.45749964,1,mid_med,1344.619531,347.3694505,19,0.9203436,13,1.21832819,32.01474599,168.3065782,6.666666667,0.494536339,4.669133634,1.55E-14,150.4218619,1.2E-13,530973.4103,0.280860295,0.394605336,16283.85075,212612.6452,321.5134591,225.0385174,374.3600006,2785,5760,78,42.83544304,48.43037975,369,2242,2879,32.98734177,48.41772152,354,990,7596.25730845327,7596.257308,58.3325,100,30,53.333
5_low_4,Wild-Type,5,5,4,360,163.1457711,82.53540879,1,mid_med,868.2189787,269.0443296,12,0.890146542,10,1.341003,28.00706383,144.490917,4.96,0.633326475,4.902278476,-1.58E-14,124.7293459,-1.6E-13,255849.0502,0.263319551,0.453381518,13245.67917,82006.50161,247.046347,211.6692255,372.0999908,2266,4248,53,47.24074074,52.22222222,260,1799,2124,36.2037037,52.2037037,251,590,4953.19508647636,4953.195086,75,100,36.667,50
5_low_6,Wild-Type,5,5,6,360,149.3214832,108.2090863,2,mid_cent,1905.674919,346.2871181,23,0.8947822,12,1.444438601,40.54627487,158.3344641,6.255319149,0.461109287,6.492088388,1.22E-14,139.7240131,1.1E-14,380389.7312,0.321858676,0.397470787,20603.74491,109281.2277,316.197388,223.3060772,353.2900085,2636,5702,57,49.20689655,64.74137931,275,2165,2858,39.5862069,64.06896552,264,1610,10169.7518451024,10169.75185,75,100,36.667,56.667
5_low_7,Wild-Type,5,5,7,360,160.4307653,126.0521964,2,mid_cent,2211.772735,341.3941309,26,0.927052962,12,1.406781404,41.73156103,163.0223259,6.603773585,0.692594755,5.54966639,-9.2E-15,145.8197843,-6.94E-16,987567.8996,0.267895993,0.380972878,23866.16689,281719.7849,319.7171802,171.1914001,332.0299988,1675,4091,34,62.14285714,77.05714286,168,1390,2045,50.05714286,76.2,164,1840,12021.6914858554,12021.69149,75,100,36.667,56.667
14_low_right_2,TgDyrk1A,14,6,2,0,124.997639,66.47545934,1,post_med,1119.217353,132.1407459,20,0.872716655,13,1.266225869,25.43675645,71.91605186,6.926829268,1.030995248,2.810058315,-4.62E-14,48.5119281,6.46E-15,180344.0065,0.281240079,0.356253947,60638.04043,123583.7219,126.4659403,19.3360758,190.5200043,1897,3489,49,43.58,46.2,215,763,814,16.16,45.08,181,760,4274.09342790913,5170.943925,58.3325,58.3325,26.667,26.667
14_low_right_3,TgDyrk1A,14,6,3,0,136.187451,71.79234566,1,post_med,620.6784604,126.3125788,11,0.900716488,7,0.932367919,28.21265415,61.24355886,4.086956522,0.759697489,3.213240773,-6.03E-16,47.60400766,3.12E-14,74261.74286,0.36010101,0.354773871,53313.02089,48627.04701,116.8920533,17.1981465,165.420002,1667,3171,43,44.09090909,47.77272727,187,689,738,17.47619048,48.5952381,155,490,2531.71457876414,3029.076226,66.6675,66.6675,33.333,33.333
14_low_right_6,TgDyrk1A,14,6,6,0,166.7235965,99.6479982,2,post_cent,1007.381341,148.1688945,14,0.867996943,9,1.115063072,32.49617006,86.23071411,4.75862069,1.338387402,3.410251323,5.76E-14,63.94671468,2.13E-14,253710.4353,0.325305647,0.343151749,37635.83471,104241.9809,125.2001109,60.6589905,255.6200028,1881,3418,58,36.06779661,38.3220339,247,763,798,13.67241379,37.98275862,198,790,4106.98161552939,4914.215755,75,75,33.333,36.667
14_low_right_7,TgDyrk1A,14,6,7,0,183.368346,109.8273525,2,post_cent,727.308314,143.2415482,10,0.924889704,7,0.943212806,31.62209961,84.35330952,3.714285714,0.831060149,3.450768071,2.77E-14,74.60048846,-8.57E-15,124523.6116,0.345959596,0.407857629,34450.10215,67567.69615,133.2872729,40.1016917,220.9500046,1397,2542,35,42.63888889,46.66666667,159,572,594,16.41666667,45.63888889,131,550,2957.54252526929,3540.348735,75,75,33.333,36.667
14_mid_left_4,TgDyrk1A,14,7,4,0,185.1035721,105.2985081,2,post_cent,1045.538926,257.3338598,13,0.917094894,7,1.111262906,40.21303448,117.8987523,4.296296296,0.534420814,4.326084409,-1.04E-13,105.4013883,-6.38E-14,243216.8915,0.364718615,0.386947496,38372.5806,108566.5706,238.2466978,73.1994805,241.7100067,1669,2914,37,48.05263158,50.68421053,169,651,684,18.24324324,51,144,910,4890.36918002579,5728.17973,50,100,26.667,43.333
14_mid_left_5_single,TgDyrk1A,14,7,5,0,192.1403456,102.4128558,2,post_cent,1877.316655,297.2547533,23,0.905411544,14,1.082826971,39.94290756,140.901027,7.191489362,0.715984798,5.414359043,-2.29E-14,121.0137602,-1.33E-13,532029.1196,0.292646417,0.384356248,37778.02016,200486.6125,274.9224264,40.0610029,193.4599991,1813,3365,42,46.62790698,51.72093023,193,743,787,18.42857143,51.78571429,162,1430,8655.30275209183,10159.63287,41.6675,100,26.667,50
14_mid_left_6_single,TgDyrk1A,14,7,6,0,198.4849459,120.9155435,2,post_cent,1705.356445,296.2258641,23,0.913490575,19,1.296230272,34.80319156,152.32343,9.021276596,0.495861585,3.71752805,-2.3E-14,132.4311891,-2.68E-14,344383.2235,0.188749472,0.378225396,38320.37722,132088.8901,266.3815245,47.5480887,216.7099991,2095,3938,59,39.53333333,43.45,270,858,914,15.25423729,42.94915254,227,1190,7835.85922892636,9202.39431,58.3325,100,30,53.333
17_1-exported-000,TgDyrk1A,17,9,1,360,171.1839285,46.81139397,1,mid_med,932.9703346,221.0357425,8,0.898941157,5,0.942852435,46.64851673,130.7813243,2.823529412,0.537805989,2.67924717,2.45E-14,116.6496328,1E-14,187580.9786,0.40515873,0.420938962,49224.70131,126443.056,199.8908311,163.5523641,288.5500031,2852,5916,98,34.18367347,40.09183673,429,1263,1374,13.97916667,40.36458333,359,730,4208.54075163174,4956.147914,41.6675,83.3325,23.333,36.667
